Metric,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Sales,751,906,1023,1057,1183,1327,1324,1253
  └─ Sales Growth %,,20.72%,12.89%,3.37%,11.87%,12.17%,-0.25%,-5.34%
Expenses,663,848,843,970,1058,1078,1194,1187
  └─ Material Cost %,52%,65%,53%,67%,50%,43%,51%,55%
    └─ Raw material cost,415,579,543,704,591,607,698,644
    └─ Change in inventory,-23,12,3,6,-2,-35,-20,47
  └─ Manufacturing Cost %,25%,19%,19%,15%,27%,25%,24%,24%
  └─ Employee Cost %,6%,5%,6%,5%,5%,7%,6%,7%
  └─ Other Cost %,5%,4%,4%,5%,8%,7%,9%,8%
Operating Profit,88,58,180,88,125,248,130,66
OPM %,12%,6%,18%,8%,11%,19%,10%,5%
Other Income,8,36,2,26,5,-3,1,-0
  └─ Exceptional items,-0.24,-0.24,-0.49,10.43,-0.37,-5.90,-0.66,-1.83
  └─ Other income normal,8.02,36.46,2.63,15.34,5.67,2.89,1.28,1.78
Interest,15,33,39,30,34,32,27,19
Depreciation,30,41,49,48,51,53,51,52
Profit before tax,51,20,94,36,46,160,52,-5
Tax %,30%,29%,28%,19%,33%,35%,27%,24%
Net Profit,36,14,68,29,31,105,38,-6
  └─ Exceptional items AT,-0,-0,-0,6,-0,-4,-0,-2
  └─ Profit excl Excep,36,14,68,22,31,109,38,-4
  └─ Profit for PE,36,14,68,22,31,109,38,-4
  └─ Profit for EPS,36,14,68,29,31,105,38,-6
  └─ Profit Growth %,,-60%,372%,-67%,38%,253%,-65%,-111%
EPS in Rs,1.82,0.73,3.45,1.47,1.51,5.00,1.81,-0.28
Dividend Payout %,16%,41%,10%,24%,24%,7%,20%,0%
