Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,376,190,76,63,65,60,35,28,30,60,57,25
  └─ Sales Growth %,-1%,-50%,-60%,-17%,3%,-8%,-41%,-22%,9%,98%,-4%,-56%
Expenses,283,186,111,108,103,97,53,40,35,41,44,48
  └─ Material Cost %,0%,2%,16%,1%,12%,4%,6%,6%,2%,3%,0%,0%
    └─ Raw material cost,0.00,4.47,12.50,0.91,7.89,2.40,1.99,1.59,0.70,1.70,0.00,0.00
  └─ Manufacturing Cost %,15%,12%,9%,20%,16%,20%,18%,18%,15%,7%,6%,0%
  └─ Employee Cost %,52%,69%,91%,117%,103%,106%,105%,98%,76%,44%,54%,117%
  └─ Other Cost %,9%,15%,29%,32%,26%,30%,22%,22%,23%,14%,17%,72%
Operating Profit,93,4,-35,-45,-37,-37,-18,-12,-5,19,14,-23
OPM %,25%,2%,-46%,-71%,-57%,-61%,-50%,-44%,-16%,32%,24%,-90%
Other Income,12,15,12,9,6,12,2,4,1,4,1,0
  └─ Exceptional items,2.10,7.34,6.62,5.63,3.41,4.13,1.47,-0.22,0.54,0.04,0.00,0.00
  └─ Other income normal,9.52,8.14,5.85,2.92,3.03,8.20,0.46,4.51,0.10,4.41,0.59,0.47
Interest,0,0,0,0,1,17,1,0,0,0,0,1
Depreciation,6,4,4,2,3,4,5,4,4,5,4,6
Profit before tax,99,14,-27,-39,-35,-45,-21,-12,-9,18,10,-29
Tax %,32%,26%,-37%,-30%,-18%,64%,0%,31%,0%,0%,0%,0%
Net Profit,67,11,-17,-26,-28,-74,-21,-16,-9,18,10,-28
  └─ Minority share,0,0,0,1,1,2,1,1,1,-0,-1,-1
  └─ Exceptional items AT,1,5,7,6,3,4,1,-0,1,0,0,0
  └─ Profit excl Excep,66,5,-23,-32,-32,-78,-23,-16,-9,18,10,-28
  └─ Profit for PE,66,5,-23,-31,-30,-76,-21,-15,-9,18,9,-29
  └─ Profit for EPS,67,11,-16,-26,-27,-72,-20,-15,-8,18,9,-29
  └─ Profit Growth %,26%,-92%,-532%,-37%,3%,-150%,72%,30%,42%,309%,-52%,-433%
EPS in Rs,26.22,4.13,-6.35,-10.04,-10.56,-27.99,-7.80,-5.89,-3.17,7.04,3.38,-11.27
Dividend Payout %,12%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
