Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,47.86,30.46,38.75,42.35,50.00,54.18,57.09
  └─ Sales Growth %,,-36.36%,27.22%,9.29%,18.06%,8.36%,5.37%
Expenses,39.17,27.01,33.19,36.16,46.20,57.03,51.88
  └─ Material Cost %,-1.19%,-10.54%,17.34%,13.08%,10.92%,0.79%,24.56%
    └─ Raw material cost,0.00,0.00,7.79,5.93,0.00,0.00,13.77
    └─ Change in inventory,-0.57,-3.21,-1.07,-0.39,5.46,0.43,0.25
  └─ Manufacturing Cost %,27.81%,44.12%,14.01%,8.29%,27.82%,38.83%,0.00%
  └─ Employee Cost %,46.07%,42.74%,45.83%,55.96%,47.86%,53.80%,48.71%
  └─ Other Cost %,9.15%,12.34%,8.46%,8.05%,5.80%,11.83%,17.60%
Operating Profit,8.69,3.45,5.56,6.19,3.80,-2.85,5.21
OPM %,18.16%,11.33%,14.35%,14.62%,7.60%,-5.26%,9.13%
Other Income,0.45,0.58,0.48,0.71,0.49,0.05,1.02
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,-0.31,-0.30
  └─ Other income normal,0.45,0.58,0.48,0.71,0.49,0.36,1.32
Interest,0.83,1.56,1.79,1.79,2.66,3.79,3.69
Depreciation,0.47,0.60,0.94,1.48,2.19,2.53,2.80
Profit before tax,7.84,1.87,3.31,3.63,-0.56,-9.12,-0.26
Tax %,20.66%,-17.65%,6.04%,30.03%,19.64%,-2.41%,-253.85%
Net Profit,6.23,2.20,3.11,2.54,-0.67,-8.91,0.39
  └─ Minority share,0,0,0,0,0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,-0,-0
  └─ Profit excl Excep,6,2,3,3,-1,-9,1
  └─ Profit for PE,6,2,3,3,-1,-9,1
  └─ Profit for EPS,6,2,3,3,-1,-9,0
  └─ Profit Growth %,,-65%,41%,-18%,-126%,-1225%,107%
EPS in Rs,6.05,2.14,2.87,2.34,-0.60,-8.20,0.32
Dividend Payout %,6.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
