Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,622,406,390,362,293,467,641,750,816,909,1051,1163
  └─ Sales Growth %,19.03%,-34.77%,-3.97%,-7.08%,-18.97%,59.19%,37.18%,17.09%,8.67%,11.44%,15.66%,10.62%
Expenses,507,305,286,249,263,380,564,663,670,717,782,829
  └─ Material Cost %,68.05%,52.81%,48.11%,40.62%,55.27%,56.78%,69.57%,70.25%,63.55%,60.07%,54.92%,49.08%
    └─ Raw material cost,451,163,190,142,180,334,486,542,540,558,626,579
    └─ Change in inventory,-27,51,-3,5,-18,-68,-40,-15,-21,-12,-49,-8
  └─ Manufacturing Cost %,1.69%,3.12%,4.49%,3.92%,4.83%,3.35%,2.79%,2.92%,2.91%,3.08%,2.97%,0.00%
  └─ Employee Cost %,6.75%,13.15%,15.54%,19.33%,22.23%,15.41%,11.20%,10.83%,11.82%,12.64%,13.65%,14.29%
  └─ Other Cost %,4.91%,6.09%,5.32%,4.78%,7.23%,5.74%,4.45%,4.36%,3.92%,3.09%,2.83%,7.93%
Operating Profit,116,101,103,114,31,88,77,87,145,192,269,334
OPM %,19%,25%,27%,31%,10%,19%,12%,12%,18%,21%,26%,29%
Other Income,6,9,6,8,25,12,11,6,5,24,27,26
  └─ Exceptional items,-0.06,0.03,2.36,5.41,9.71,2.55,-0.02,0.50,0.09,0.00,6.06,0.00
  └─ Other income normal,6.25,8.50,3.67,3.05,14.81,9.61,10.86,5.88,5.38,23.71,20.83,26.29
Interest,15,14,15,15,13,15,26,21,31,32,57,56
Depreciation,22,24,24,27,29,26,24,22,24,25,35,44
Profit before tax,85,71,70,80,13,59,39,50,96,159,204,261
Tax %,26%,21%,17%,23%,27%,26%,25%,25%,27%,24%,25%,26%
Net Profit,63,56,58,61,10,44,29,38,70,121,154,193
  └─ Profit from Associates,-0,-0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,-0,0,2,4,6,2,-0,0,0,0,5,0
  └─ Profit excl Excep,63,56,56,57,3,42,29,38,70,121,149,193
  └─ Profit for PE,63,56,56,57,3,42,29,38,70,121,149,193
  └─ Profit for EPS,63,56,58,61,10,44,29,38,70,121,154,193
  └─ Profit Growth %,23%,-10%,-1%,2%,-94%,1168%,-32%,30%,86%,74%,23%,30%
EPS in Rs,7.67,6.50,6.65,7.05,1.13,5.08,3.33,4.37,8.06,12.75,16.17,20.32
Dividend Payout %,16%,18%,15%,17%,22%,24%,36%,32%,20%,16%,14%,12%
