Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,180,193,226,216,170,271,313,349,423
  └─ Sales Growth %,,6.94%,17.39%,-4.38%,-21.17%,,15.64%,11.64%,20.96%
Expenses,158,168,200,192,150,241,277,309,374
  └─ Material Cost %,77%,76%,78%,78%,76%,80%,79%,80%,80%
    └─ Raw material cost,147,160,188,166,127,212,249,279,340
    └─ Change in inventory,-8,-13,-11,2,3,3,-1,-1,-2
  └─ Manufacturing Cost %,6%,5%,5%,5%,6%,4%,5%,4%,0%
  └─ Employee Cost %,4%,4%,4%,4%,4%,3%,3%,3%,3%
  └─ Other Cost %,1%,2%,2%,2%,2%,2%,2%,2%,6%
Operating Profit,22,24,26,24,20,30,36,41,48
OPM %,12%,13%,11%,11%,12%,11%,12%,12%,11%
Other Income,0,0,0,1,1,1,0,0,0
  └─ Exceptional items,0.10,0.01,0.13,0.02,0.00,1.19,0.47,0.00,0.00
  └─ Other income normal,0.11,0.17,0.13,0.53,0.69,0.06,0.02,0.07,0.11
Interest,4,5,6,6,6,5,5,5,5
Depreciation,3,3,4,4,4,5,6,5,6
Profit before tax,15,16,16,15,11,20,25,30,37
Tax %,23%,26%,28%,28%,28%,22%,22%,22%,22%
Net Profit,11,12,11,11,8,16,20,24,29
  └─ Exceptional items AT,0.08,0.00,0.10,0.01,0.00,0.92,0.37,0.00,0.00
  └─ Profit excl Excep,11.20,12.16,11.33,10.74,8.01,15.11,19.48,23.59,29.07
  └─ Profit for PE,11.20,12.16,11.33,10.74,8.01,15.11,19.48,23.59,29.07
  └─ Profit for EPS,11.28,12.16,11.43,10.75,8.01,16.03,19.85,23.59,29.07
  └─ Profit Growth %,,8.57%,-6.83%,-5.21%,-25.42%,,28.92%,21.10%,23.23%
EPS in Rs,1.45,1.56,1.47,1.38,1.03,2.06,2.54,3.02,3.73
Dividend Payout %,21%,22%,24%,25%,34%,29%,31%,33%,35%
