Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,252,344,304,352,461,426,401,442,444
  └─ Sales Growth %,,36.11%,-11.67%,15.84%,31.18%,-7.56%,-5.89%,10.23%,0.45%
Expenses,242,329,309,343,450,419,395,428,428
  └─ Material Cost %,91%,91%,95%,0%,0%,0%,0%,0%,0%
    └─ Raw material cost,229.24,313.82,287.15,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,0%,0%,0%,94%,93%,93%,91%,91%,0%
  └─ Employee Cost %,3%,3%,4%,3%,3%,4%,6%,5%,5%
  └─ Other Cost %,2%,2%,3%,0%,1%,1%,2%,1%,92%
Operating Profit,11,14,-5,9,11,8,6,14,17
OPM %,4%,4%,-2%,3%,2%,2%,2%,3%,4%
Other Income,0,0,1,1,1,1,3,1,4
  └─ Exceptional items,0.00,-0.12,0.00,-0.01,-0.04,0.00,0.66,-0.09,0.00
  └─ Other income normal,0.38,0.36,0.68,0.62,0.55,0.76,1.88,1.57,3.81
Interest,3,4,5,4,4,5,6,7,7
Depreciation,1,1,1,2,3,3,2,2,2
Profit before tax,8,10,-10,3,5,0,0,6,12
Tax %,32%,18%,-1%,40%,36%,208%,-13%,41%,41%
Net Profit,5,8,-10,2,3,-0,0,4,7
  └─ Exceptional items AT,0,-0,0,-0,-0,0,1,-0,0
  └─ Profit excl Excep,5,8,-10,2,3,-0,-0,4,7
  └─ Profit for PE,5,8,-10,2,3,-0,-0,4,7
  └─ Profit for EPS,5,8,-10,2,3,-0,0,4,7
  └─ Profit Growth %,,56%,-226%,120%,42%,-114%,-15%,911%,79%
EPS in Rs,1.20,1.74,-2.22,0.45,0.64,-0.09,0.04,0.81,1.47
Dividend Payout %,0%,1%,0%,0%,4%,0%,0%,0%,0%
