Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,674,779,948,829,615,398,447,562,598,629,665
  └─ Sales Growth %,,15.61%,21.66%,-12.62%,-25.81%,-35.31%,12.49%,25.70%,6.38%,5.09%,5.82%
Expenses,557,655,797,688,505,302,342,433,452,480,500
  └─ Material Cost %,63.77%,62.67%,63.65%,57.97%,50.71%,40.25%,35.34%,39.41%,31.31%,35.61%,41.53%
    └─ Raw material cost,435,490,622,478,310,150,163,221,189,223,281
    └─ Change in inventory,-5,-1,-18,2,2,10,-5,1,-1,1,-5
  └─ Manufacturing Cost %,11.76%,13.09%,9.94%,11.58%,14.57%,16.35%,21.59%,19.90%,22.59%,21.87%,0.00%
  └─ Employee Cost %,2.78%,2.87%,2.95%,3.70%,4.41%,5.01%,4.88%,4.05%,4.19%,4.95%,5.24%
  └─ Other Cost %,4.37%,5.41%,7.48%,9.73%,12.41%,14.39%,14.61%,13.57%,17.45%,14.00%,28.41%
Operating Profit,117,124,151,141,110,95,105,130,146,148,165
OPM %,17%,16%,16%,17%,18%,24%,24%,23%,24%,24%,25%
Other Income,2,7,16,27,15,-228,13,9,4,9,15
  └─ Exceptional items,0.00,0.00,5.39,1.34,-1.08,-236.98,4.41,4.11,0.26,2.39,0.00
  └─ Other income normal,1.94,6.65,10.18,25.24,15.92,8.54,8.58,5.02,4.03,6.54,14.79
Interest,47,44,47,56,46,29,23,24,20,13,19
Depreciation,33,44,48,47,47,53,49,40,45,44,52
Profit before tax,39,43,72,65,32,-215,46,75,86,100,109
Tax %,14%,22%,29%,35%,31%,-18%,24%,27%,26%,25%,26%
Net Profit,33,34,51,42,22,-175,35,54,64,75,81
  └─ Minority share,0,0,-0,-0,-0,-0,-0,-0,-0,0,0
  └─ Exceptional items AT,0,0,4,1,-1,-237,3,3,0,2,0
  └─ Profit excl Excep,33,34,48,41,23,62,31,52,64,73,81
  └─ Profit for PE,34,34,47,41,23,61,31,51,64,73,81
  └─ Profit for EPS,34,34,51,42,22,-176,35,54,64,75,81
  └─ Profit Growth %,,-0%,41%,-14%,-45%,172%,-49%,65%,23%,15%,11%
EPS in Rs,15.03,1.50,2.28,1.85,0.97,-7.80,1.53,2.42,2.83,3.33,3.60
Dividend Payout %,0%,0%,0%,1%,0%,0%,1%,8%,15%,13%,12%
