Metric,Mar 2017,Mar 2018,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,127,151,905,1211,1746,1873,1814,1257
  └─ Sales Growth %,,19.21%,,33.72%,44.18%,7.31%,-3.15%,-30.74%
Expenses,126,154,854,1045,1432,1648,1614,1157
  └─ Material Cost %,0%,0%,92%,69%,38%,22%,27%,70%
    └─ Raw material cost,0,0,911,991,786,562,296,766
    └─ Change in inventory,0,0,-79,-157,-125,-157,193,110
  └─ Manufacturing Cost %,0%,0%,0%,13%,35%,55%,45%,0%
  └─ Employee Cost %,0%,0%,1%,2%,3%,4%,6%,8%
  └─ Other Cost %,100%,101%,1%,2%,6%,7%,11%,14%
Operating Profit,1,-2,51,166,314,226,200,100
OPM %,0%,-1%,6%,14%,18%,12%,11%,8%
Other Income,1,4,7,2,3,3,5,5
  └─ Exceptional items,0.00,1.84,0.00,0.53,0.02,0.04,0.00,0.00
  └─ Other income normal,0.67,2.46,7.30,1.25,2.58,3.12,4.58,4.70
Interest,1,2,5,15,39,62,66,53
Depreciation,0,0,3,12,24,33,43,42
Profit before tax,0,0,51,141,253,134,96,10
Tax %,575%,100%,27%,26%,24%,21%,27%,10%
Net Profit,-0,0,37,105,192,106,70,9
  └─ Exceptional items AT,0,2,0,0,0,0,0,0
  └─ Profit excl Excep,-0,-2,37,104,192,106,70,9
  └─ Profit for PE,-0,-2,37,104,192,106,70,9
  └─ Profit for EPS,-0,0,37,105,192,106,70,9
  └─ Profit Growth %,,-765%,,182%,84%,-45%,-34%,-87%
EPS in Rs,-0.04,0.00,1.12,2.95,5.41,2.99,1.97,0.25
Dividend Payout %,0%,798%,12%,5%,4%,7%,10%,40%
