Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,84,100,110,161,239,306,336,487,686,691,778,862
  └─ Sales Growth %,13.70%,19.53%,9.73%,46.41%,48.35%,28.06%,9.89%,44.84%,40.83%,0.65%,12.58%,10.85%
Expenses,71,86,90,132,196,248,272,401,575,581,641,725
  └─ Material Cost %,59%,61%,58%,59%,59%,60%,59%,56%,57%,55%,54%,54%
    └─ Raw material cost,53,65,70,103,160,228,181,344,485,475,506,638
    └─ Change in inventory,-3,-4,-6,-8,-19,-44,17,-69,-97,-92,-83,-172
  └─ Manufacturing Cost %,14%,14%,13%,13%,12%,10%,12%,14%,13%,13%,14%,0%
  └─ Employee Cost %,6%,5%,5%,5%,5%,6%,6%,6%,7%,9%,8%,10%
  └─ Other Cost %,6%,7%,5%,5%,6%,5%,5%,5%,7%,6%,6%,20%
Operating Profit,13,14,20,29,43,58,64,87,112,110,136,137
OPM %,15%,14%,18%,18%,18%,19%,19%,18%,16%,16%,18%,16%
Other Income,1,0,0,1,1,0,1,1,5,8,-10,6
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.08,0.00
  └─ Other income normal,1.00,0.16,0.35,0.70,0.61,0.21,0.52,1.25,4.55,7.65,4.21,6.42
Interest,5,5,8,10,12,12,14,19,29,42,48,75
Depreciation,1,1,1,2,3,5,7,12,16,23,28,28
Profit before tax,8,8,12,17,29,41,44,57,71,53,50,41
Tax %,37%,39%,33%,37%,28%,30%,29%,22%,30%,32%,31%,30%
Net Profit,5,5,8,11,21,29,31,45,50,36,35,29
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.49,0.00
  └─ Profit excl Excep,5.09,5.18,7.68,10.98,20.95,28.66,31.33,44.63,49.97,35.65,43.32,28.75
  └─ Profit for PE,5.09,5.18,7.68,10.98,20.95,28.66,31.33,44.63,49.97,35.65,43.32,28.75
  └─ Profit for EPS,5.09,5.18,7.68,10.98,20.95,28.66,31.33,44.63,49.97,35.65,34.83,28.75
  └─ Profit Growth %,39.84%,1.77%,48.26%,42.97%,90.80%,36.80%,9.32%,42.45%,11.97%,-28.66%,21.51%,-33.63%
EPS in Rs,11.31,2.59,3.84,5.49,10.43,12.28,13.43,17.90,20.04,13.51,13.20,10.90
Dividend Payout %,18%,17%,0%,18%,14%,16%,17%,15%,15%,15%,8%,9%
