Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,427,1142,2794,4061,4645
  └─ Sales Growth %,,167.22%,144.73%,45.37%,14.37%
Expenses,661,743,2050,1531,1901
  └─ Manufacturing Cost %,0.00%,11.85%,0.04%,0.02%,0.00%
  └─ Employee Cost %,53.84%,25.13%,42.55%,7.83%,12.72%
  └─ Other Cost %,100.80%,28.09%,30.81%,29.85%,28.20%
Operating Profit,-233,399,743,2530,2744
OPM %,-55%,35%,27%,62%,59%
Other Income,-0,119,-1337,0,171
  └─ Exceptional items,0,6,-1340,0,0
  └─ Other income normal,0,113,2,0,171
Interest,0,2,4,43,46
Depreciation,3,12,20,25,48
Profit before tax,-236,504,-618,2464,2821
Tax %,1%,9%,30%,26%,26%
Net Profit,-239,458,-805,1824,2083
  └─ Minority share,-0,-0,1,0,0
  └─ Exceptional items AT,0,6,-1573,0,0
  └─ Profit excl Excep,-239,452,767,1824,2083
  └─ Profit for PE,-239,452,767,1824,2083
  └─ Profit for EPS,-239,458,-805,1824,2083
  └─ Profit Growth %,,289%,70%,138%,14%
EPS in Rs,-2144.93,67.20,-118.20,9.98,3.32
Dividend Payout %,-0%,-0%,-0%,-0%,-0%
