Metric,Mar 2016,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3.86,8.13,25.12,29.07,38.55,56.00
  └─ Sales Growth %,,,208.98%,15.72%,32.61%,45.27%
Expenses,3.74,7.97,23.32,24.69,31.56,43.28
  └─ Material Cost %,38.60%,17.47%,9.08%,9.39%,5.63%,17.91%
    └─ Raw material cost,1.49,1.47,2.35,2.76,2.27,10.02
    └─ Change in inventory,0.00,-0.05,-0.07,-0.03,-0.10,0.01
  └─ Manufacturing Cost %,9.59%,32.72%,40.72%,26.21%,25.60%,0.00%
  └─ Employee Cost %,19.17%,30.14%,23.77%,28.93%,31.57%,26.89%
  └─ Other Cost %,29.53%,17.71%,19.27%,20.40%,19.07%,32.48%
Operating Profit,0.12,0.16,1.80,4.38,6.99,12.72
OPM %,3.11%,1.97%,7.17%,15.07%,18.13%,22.71%
Other Income,0.55,0.63,0.95,0.97,1.41,0.21
  └─ Exceptional items,0.16,0.00,0.00,-0.03,0.00,-1.55
  └─ Other income normal,0.39,0.63,0.95,1.00,1.41,1.76
Interest,0.00,0.38,0.34,0.91,2.19,3.60
Depreciation,0.03,0.23,0.25,1.95,5.20,8.35
Profit before tax,0.64,0.18,2.16,2.49,1.01,0.98
Tax %,31.25%,33.33%,25.93%,30.92%,33.66%,85.71%
Net Profit,0.44,0.00,1.61,1.72,0.66,0.15
  └─ Minority share,0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,-0,0,-0
  └─ Profit excl Excep,0,0,2,2,1,0
  └─ Profit for PE,0,-0,1,2,1,0
  └─ Profit for EPS,0,-0,1,2,1,0
  └─ Profit Growth %,,,7450%,7%,-62%,-53%
EPS in Rs,0.41,-0.02,1.36,1.32,0.40,0.08
Dividend Payout %,98.41%,0.00%,36.84%,22.81%,75.80%,0.00%
