Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013
Sales,7.10,13.63,23.09,12.49
  └─ Sales Growth %,,91.97%,69.41%,-45.91%
Expenses,5.36,11.18,15.85,9.03
  └─ Material Cost %,0%,7%,0%,0%
    └─ Raw material cost,0.00,0.98,0.00,0.00
  └─ Manufacturing Cost %,65%,68%,64%,65%
  └─ Employee Cost %,4%,2%,2%,4%
  └─ Other Cost %,6%,4%,2%,3%
Operating Profit,1.74,2.45,7.24,3.46
OPM %,24.51%,17.98%,31.36%,27.70%
Other Income,0.00,0.00,0.00,0.01
  └─ Other income normal,0.00,0.00,0.00,0.01
Interest,0.08,0.10,0.43,0.93
Depreciation,0.82,0.74,2.09,2.60
Profit before tax,0.84,1.61,4.72,-0.06
Tax %,25.00%,21.12%,32.63%,200.00%
Net Profit,0.63,1.27,3.17,-0.17
  └─ Profit excl Excep,1,1,3,-0
  └─ Profit for PE,1,1,3,-0
  └─ Profit for EPS,1,1,3,-0
  └─ Profit Growth %,,102%,150%,-105%
EPS in Rs,,2.05,4.89,-0.26
Dividend Payout %,0.00%,0.00%,0.00%,0.00%
