Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4189,4023,4021,4104,4512,4463,1575,3056,5810,6769,8335,9689
  └─ Sales Growth %,3.01%,-3.95%,-0.06%,2.06%,9.95%,-1.08%,-64.71%,94.03%,90.10%,16.50%,23.13%,16.25%
Expenses,3762,3411,3411,3432,3682,3496,1937,2651,4005,4609,5565,6493
  └─ Material Cost %,10.58%,9.12%,9.05%,9.17%,8.96%,8.30%,9.13%,8.42%,8.14%,7.69%,9.28%,9.81%
    └─ Raw material cost,443,367,364,376,404,371,144,257,473,521,774,951
  └─ Manufacturing Cost %,22.71%,18.86%,21.53%,21.02%,21.08%,24.15%,33.84%,26.15%,23.21%,19.02%,17.59%,16.93%
  └─ Employee Cost %,34.95%,35.47%,34.04%,32.93%,32.67%,33.58%,56.89%,37.74%,27.34%,26.76%,25.88%,25.72%
  └─ Other Cost %,21.57%,21.34%,20.21%,20.52%,18.91%,12.29%,23.11%,14.45%,10.24%,14.63%,14.02%,14.56%
Operating Profit,427,612,610,671,830,968,-362,405,1805,2160,2769,3196
OPM %,10%,15%,15%,16%,18%,22%,-23%,13%,31%,32%,33%,33%
Other Income,-193,-43,44,83,90,173,325,171,142,181,535,557
  └─ Exceptional items,-338,-85,-10,22,19,133,184,48,64,24,345,309
  └─ Other income normal,145,42,54,62,71,40,141,123,78,157,190,247
Interest,176,376,324,269,190,341,403,428,236,220,208,221
Depreciation,291,285,299,301,328,404,410,406,416,454,518,605
Profit before tax,-232,-91,31,184,402,396,-850,-258,1295,1666,2578,2926
Tax %,49%,99%,372%,66%,39%,11%,-18%,-14%,25%,28%,24%,25%
Net Profit,-347,-203,-46,104,296,364,-796,-265,1053,1330,2038,2247
  └─ Profit from Associates,-0,-21,38,40,52,13,-101,-43,81,129,77,52
  └─ Minority share,-31,-28,-18,-3,-9,-9,76,17,-50,-71,-130,-163
  └─ Exceptional items AT,-178,-0,32,5,11,76,184,48,47,17,427,388
  └─ Profit excl Excep,-169,-203,-78,98,286,288,-980,-312,1006,1313,1611,1859
  └─ Profit for PE,-200,-231,-95,96,277,280,-887,-292,958,1243,1507,1724
  └─ Profit for EPS,-378,-231,-63,101,287,354,-720,-248,1003,1259,1908,2084
  └─ Profit Growth %,-51%,-15%,59%,200%,189%,1%,-416%,67%,428%,30%,21%,14%
EPS in Rs,-3.51,-1.75,-0.48,0.76,2.17,2.68,-5.45,-1.74,7.06,8.85,13.40,14.64
Dividend Payout %,0%,-13%,-55%,47%,21%,17%,-7%,-23%,14%,20%,17%,22%
