Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,980,938,1384,2046,2044,2104,1799,1422
  └─ Sales Growth %,,-4.29%,47.54%,47.86%,-0.07%,2.91%,-14.50%,-20.95%
Expenses,843,797,1101,1839,1896,1896,1687,1232
  └─ Material Cost %,14.70%,13.05%,15.99%,12.34%,11.13%,14.16%,17.36%,21.51%
    └─ Raw material cost,149,148,205,252,228,309,312,299
    └─ Change in inventory,-5,-25,17,0,-0,-11,0,7
  └─ Manufacturing Cost %,61.32%,55.31%,47.14%,41.62%,48.10%,47.40%,48.06%,29.46%
  └─ Employee Cost %,4.44%,5.04%,4.33%,3.19%,3.32%,3.60%,4.67%,5.01%
  └─ Other Cost %,5.56%,11.63%,12.09%,32.74%,30.18%,24.96%,23.71%,30.65%
Operating Profit,137,140,283,207,149,208,112,190
OPM %,14%,15%,20%,10%,7%,10%,6%,13%
Other Income,6,3,8,11,19,19,11,-7
  └─ Exceptional items,0.98,0.48,0.81,1.65,0.46,2.97,-6.63,-38.13
  └─ Other income normal,5.37,2.09,7.10,9.48,18.34,15.92,17.73,31.57
Interest,37,32,22,25,27,24,23,19
Depreciation,45,42,44,47,49,56,57,55
Profit before tax,61,69,225,146,91,147,43,109
Tax %,23%,27%,35%,35%,51%,36%,41%,12%
Net Profit,47,51,145,94,44,93,25,95
  └─ Exceptional items AT,1,0,1,1,0,2,-4,-36
  └─ Profit excl Excep,46,51,145,93,44,91,29,131
  └─ Profit for PE,46,51,145,93,44,91,29,131
  └─ Profit for EPS,47,51,145,94,44,93,25,95
  └─ Profit Growth %,,10%,187%,-36%,-53%,107%,-68%,350%
EPS in Rs,10.36,11.24,32.16,20.86,9.79,20.61,5.57,21.09
Dividend Payout %,24%,22%,12%,14%,31%,19%,0%,17%
