Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,106,27,37,61,11,1,0,43,145,128,157,195
  └─ Sales Growth %,,-74.84%,38.37%,64.31%,-82.14%,-86.67%,-65.52%,,235.05%,-11.30%,22.49%,23.98%
Expenses,150,35,42,66,21,5,1,43,142,117,143,178
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,93%,91%,88%,85%,87%
    └─ Raw material cost,0,0,0,0,0,0,0,40,132,113,133,169
    └─ Change in inventory,0,0,0,0,0,0,0,0,-0,-0,0,-0
  └─ Manufacturing Cost %,98%,77%,71%,94%,91%,29%,6%,0%,0%,0%,0%,0%
  └─ Employee Cost %,5%,14%,9%,6%,27%,124%,122%,2%,1%,1%,4%,3%
  └─ Other Cost %,37%,39%,35%,8%,75%,183%,58%,4%,6%,2%,2%,2%
Operating Profit,-44,-8,-5,-5,-10,-3,-0,0,3,11,14,17
OPM %,-41%,-30%,-14%,-8%,-93%,-236%,-86%,1%,2%,9%,9%,9%
Other Income,2,1,1,0,0,0,6,1,0,0,1,5
  └─ Exceptional items,-0.02,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00
  └─ Other income normal,2.15,0.79,0.98,0.36,0.45,0.28,5.61,0.64,0.42,0.32,1.02,4.76
Interest,2,2,2,2,1,0,0,0,0,0,0,0
Depreciation,2,1,0,0,0,0,0,0,0,0,1,4
Profit before tax,-45,-11,-6,-7,-10,-3,5,1,3,11,13,18
Tax %,4%,0%,1%,0%,0%,1%,0%,16%,-4%,1%,8%,6%
Net Profit,-47,-11,-6,-7,-10,-4,5,1,3,11,12,16
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.07,-0.25,-0.28,-0.38
  └─ Exceptional items AT,-0.02,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00
  └─ Profit excl Excep,-47.43,-10.31,-6.30,-6.88,-10.45,-3.50,4.93,0.71,2.62,10.67,12.17,16.45
  └─ Profit for PE,-47.43,-10.31,-6.30,-6.88,-10.45,-3.50,4.93,0.73,2.69,10.42,11.89,16.07
  └─ Profit for EPS,-47.45,-10.57,-6.30,-6.88,-10.45,-3.50,4.93,0.73,2.69,10.44,11.89,16.07
  └─ Profit Growth %,,78.26%,38.89%,-9.21%,-51.89%,66.51%,240.86%,,268.49%,287.38%,14.10%,35.16%
EPS in Rs,,,-1.29,-1.40,-2.13,-0.71,1.01,0.01,0.05,0.19,0.21,0.28
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4%
