Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,50.84,63.35,58.13,44.27,38.93,54.33,68.66,67.56,66.38,71.31
  └─ Sales Growth %,,24.61%,-8.24%,-23.84%,-12.06%,39.56%,26.38%,-1.60%,-1.75%,7.43%
Expenses,48.42,58.24,53.96,45.47,37.65,49.52,63.27,61.17,62.46,67.25
  └─ Material Cost %,74%,75%,75%,81%,78%,75%,75%,72%,75%,76%
    └─ Raw material cost,38,47,44,31,30,41,52,50,50,53
    └─ Change in inventory,-0,1,-1,5,1,-0,0,-2,0,1
  └─ Manufacturing Cost %,8%,6%,6%,6%,5%,5%,5%,5%,5%,0%
  └─ Employee Cost %,9%,9%,9%,13%,11%,10%,10%,12%,12%,12%
  └─ Other Cost %,4%,3%,3%,3%,2%,2%,2%,2%,2%,7%
Operating Profit,2.42,5.11,4.17,-1.20,1.28,4.81,5.39,6.39,3.92,4.06
OPM %,4.76%,8.07%,7.17%,-2.71%,3.29%,8.85%,7.85%,9.46%,5.91%,5.69%
Other Income,2.53,2.79,0.76,0.12,1.14,0.86,1.54,0.89,1.89,1.78
  └─ Exceptional items,0.00,0.64,0.00,-0.45,0.47,0.00,0.81,0.30,0.00,0.00
  └─ Other income normal,2.53,2.15,0.76,0.57,0.67,0.86,0.73,0.59,1.89,1.78
Interest,3.41,2.69,1.36,1.28,1.91,1.32,1.27,1.05,0.83,0.74
Depreciation,2.54,2.34,1.20,0.67,1.14,1.15,1.21,1.32,1.14,1.20
Profit before tax,-1.00,2.87,2.37,-3.03,-0.63,3.20,4.45,4.91,3.84,3.90
Tax %,56.00%,21.60%,25.74%,-29.70%,169.84%,-13.75%,30.56%,38.90%,28.39%,28.72%
Net Profit,-1.57,8.94,2.26,-1.96,-1.65,3.79,3.32,3.57,3.12,3.35
  └─ Profit from Associates,0.00,6.69,0.50,0.17,0.05,0.15,0.23,0.56,0.37,0.57
  └─ Minority share,-0.09,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,0.00,0.50,0.00,-0.45,0.47,0.00,0.57,0.22,0.00,0.00
  └─ Profit excl Excep,-1.57,8.44,2.26,-1.51,-2.12,3.79,2.75,3.35,3.12,3.35
  └─ Profit for PE,-1.66,8.25,2.26,-1.51,-2.12,3.79,2.75,3.35,3.12,3.35
  └─ Profit for EPS,-1.66,8.74,2.26,-1.96,-1.65,3.79,3.32,3.57,3.12,3.35
  └─ Profit Growth %,,597.06%,-72.61%,-166.81%,-40.40%,278.77%,-27.44%,21.82%,-6.87%,7.37%
EPS in Rs,-12.71,66.92,17.30,-1.37,-1.15,2.65,2.32,2.61,2.28,2.45
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,53.80%,0.00%,0.00%,0.00%
