Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,18,44,79,2,2,7,6,11,29,71,463
  └─ Sales Growth %,,146%,81%,-97%,-6%,209%,-13%,75%,165%,143%,555%
Interest,0,0,0,0,0,0,0,0,0,3,21
Expenses,16,31,64,2,8,2,1,2,2,53,482
  └─ Material Cost %,78%,65%,79%,0%,0%,0%,0%,0%,0%,5%,1%
    └─ Raw material cost,17.20,26.09,71.08,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.00
    └─ Change in inventory,-3.34,2.39,-8.88,0.00,0.00,0.00,0.00,0.00,0.00,1.98,3.28
  └─ Manufacturing Cost %,0%,1%,0%,11%,66%,0%,0%,1%,1%,15%,11%
  └─ Employee Cost %,4%,2%,1%,31%,33%,8%,12%,9%,3%,29%,57%
  └─ Other Cost %,6%,3%,2%,42%,243%,14%,8%,4%,2%,27%,35%
Financing Profit,2,13,15,0,-6,5,5,9,27,15,-39
Financing Margin %,12%,30%,19%,16%,-259%,71%,72%,81%,92%,21%,-9%
Other Income,0,0,1,9,0,54,69,63,0,1,47
  └─ Exceptional items,0.00,0.00,0.00,0.14,0.01,0.00,0.00,0.00,0.00,0.36,6.39
  └─ Other income normal,0.30,0.30,0.59,9.14,0.00,53.80,69.18,63.21,0.01,0.54,40.33
Depreciation,0,0,0,0,0,1,0,0,1,2,19
Profit before tax,2,13,15,9,-6,58,73,72,26,14,-12
Tax %,-1%,19%,20%,4%,-16%,2%,0%,2%,11%,46%,20%
Net Profit,-18,86,31,9,-5,57,73,70,34,27,-10
  └─ Profit from Associates,-20,76,19,0,0,0,0,0,11,20,4
  └─ Minority share,0,0,0,0,0,0,0,0,0,7,1
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,5
  └─ Profit excl Excep,-18,86,31,9,-5,57,73,70,34,27,-15
  └─ Profit for PE,-18,86,31,9,-5,57,73,70,34,34,-14
  └─ Profit for EPS,-18,86,31,9,-5,57,73,70,34,34,-9
  └─ Profit Growth %,,578%,-64%,-71%,-161%,1149%,28%,-4%,-52%,1%,-140%
EPS in Rs,-180.40,862.30,308.00,90.20,-54.40,571.50,730.30,704.20,338.40,344.90,-93.30
Dividend Payout %,-1%,0%,1%,3%,-2%,0%,0%,0%,1%,1%,-3%
