Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,396,384,321,299,399,367,138,287,422,479,466,494
  └─ Sales Growth %,-6.04%,-2.83%,-16.38%,-6.89%,33.47%,-8.01%,-62.44%,108.22%,46.80%,13.63%,-2.82%,6.02%
Expenses,348,358,297,285,355,322,143,274,378,428,434,458
  └─ Material Cost %,54%,56%,57%,55%,55%,50%,51%,52%,54%,55%,56%,57%
    └─ Raw material cost,215,224,172,159,240,157,67,150,242,258,267,300
    └─ Change in inventory,0,-10,12,4,-21,26,3,-0,-16,7,-6,-17
  └─ Manufacturing Cost %,9%,9%,8%,8%,7%,8%,10%,8%,6%,8%,7%,0%
  └─ Employee Cost %,12%,13%,14%,14%,9%,8%,19%,13%,9%,8%,10%,9%
  └─ Other Cost %,12%,15%,13%,19%,18%,21%,24%,23%,21%,18%,20%,27%
Operating Profit,47,26,25,14,45,46,-5,13,44,52,32,36
OPM %,12%,7%,8%,5%,11%,12%,-4%,5%,10%,11%,7%,7%
Other Income,11,4,3,28,0,1,1,1,1,2,6,-15
  └─ Exceptional items,-0.49,0.00,0.24,0.89,0.14,0.27,0.03,0.24,0.13,-0.12,-0.18,-18.46
  └─ Other income normal,11.27,4.30,2.29,26.96,0.26,0.74,0.76,0.69,0.84,2.15,6.46,3.92
Interest,12,19,16,13,11,10,15,12,11,10,8,9
Depreciation,20,21,14,14,15,19,28,27,25,30,31,34
Profit before tax,26,-10,-3,15,19,18,-47,-24,9,14,-2,-21
Tax %,26%,-3%,-78%,-10%,-24%,-7%,-7%,-4%,-1%,17%,36%,57%
Net Profit,19,-10,-1,16,24,19,-43,-23,9,12,-2,-33
  └─ Exceptional items AT,-0,0,0,1,0,0,0,0,0,-0,-0,-8
  └─ Profit excl Excep,19,-10,-1,16,23,19,-43,-23,9,12,-2,-25
  └─ Profit for PE,19,-10,-1,16,23,19,-43,-23,9,12,-2,-25
  └─ Profit for EPS,19,-10,-1,16,24,19,-43,-23,9,12,-2,-33
  └─ Profit Growth %,-27%,-149%,92%,2062%,51%,-21%,-334%,46%,137%,41%,-116%,-1191%
EPS in Rs,17.46,-8.76,-0.50,14.26,20.51,15.55,-35.88,-18.24,6.86,8.40,-1.44,-23.21
Dividend Payout %,57%,-34%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
