Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Sales,99,104,117,108,100,116,97,71,95,74,71
  └─ Sales Growth %,,4.96%,11.83%,-7.43%,-7.47%,16.30%,-16.86%,-26.28%,33.67%,-21.82%,-4.66%
Expenses,88,96,106,100,100,108,88,76,82,77,76
  └─ Material Cost %,55%,58%,55%,54%,56%,56%,46%,41%,46%,57%,60%
    └─ Raw material cost,53.41,62.27,66.60,59.01,63.40,61.36,48.82,28.35,47.65,40.83,40.57
    └─ Change in inventory,1.74,-1.54,-2.99,-0.15,-7.36,3.98,-4.34,0.65,-3.99,1.48,1.68
  └─ Manufacturing Cost %,4%,4%,4%,4%,5%,2%,6%,9%,3%,7%,8%
  └─ Employee Cost %,17%,19%,20%,22%,26%,21%,26%,35%,25%,27%,25%
  └─ Other Cost %,12%,10%,13%,12%,13%,13%,13%,22%,13%,11%,14%
Operating Profit,11,8,11,8,-0,8,9,-5,13,-2,-5
OPM %,11%,8%,9%,7%,-0%,7%,9%,-7%,14%,-3%,-7%
Other Income,0,1,1,1,1,1,1,3,1,1,1
  └─ Exceptional items,0.00,0.01,0.00,0.00,0.00,0.00,0.15,0.69,-0.10,0.00,-0.01
  └─ Other income normal,0.50,0.64,0.71,0.79,1.48,1.23,0.85,1.94,0.90,0.71,0.68
Interest,3,3,4,5,5,6,9,9,10,11,11
Depreciation,1,1,2,2,2,2,3,2,3,2,2
Profit before tax,8,5,6,2,-6,0,-2,-14,1,-14,-18
Tax %,40%,36%,45%,62%,2%,-42%,3%,1%,12%,0%,0%
Net Profit,5,3,3,1,-6,1,-2,-14,1,-14,-18
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,0.00,0.01,0.00,0.00,0.00,0.00,0.15,0.69,-0.09,0.00,-0.01
  └─ Profit excl Excep,4.85,3.20,3.34,0.60,-6.16,0.57,-1.95,-14.75,0.94,-14.21,-17.56
  └─ Profit for PE,4.85,3.20,3.34,0.60,-6.16,0.50,-1.95,-14.75,0.94,-14.21,-17.56
  └─ Profit for EPS,4.85,3.21,3.34,0.60,-6.16,0.50,-1.80,-14.06,0.85,-14.21,-17.57
  └─ Profit Growth %,,-34.02%,4.38%,-82.04%,-1126.67%,108.12%,-490.00%,-656.41%,106.37%,-1611.70%,-23.57%
EPS in Rs,2.42,1.60,1.67,0.30,-3.08,0.25,-0.90,-7.03,0.42,-7.10,-8.78
Dividend Payout %,26%,39%,37%,83%,0%,0%,0%,0%,0%,0%,0%
