Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,105.94,294.58,551.25,560.34,74.46,129.67,0.00,1.50,1.87,7.14,44.79
  └─ Sales Growth %,,178%,87%,2%,-87%,74%,,,25%,282%,527%
Expenses,75.91,239.77,454.04,808.62,200.76,125.71,0.60,0.93,1.77,5.18,41.67
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,,0%,0%,4%,0%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.11
  └─ Manufacturing Cost %,59%,69%,64%,60%,94%,86%,,1%,1%,2%,0%
  └─ Employee Cost %,2%,3%,3%,4%,14%,5%,,32%,48%,42%,71%
  └─ Other Cost %,11%,9%,15%,80%,161%,6%,,29%,45%,25%,22%
Operating Profit,30.03,54.81,97.21,-248.28,-126.30,3.96,-0.60,0.57,0.10,1.96,3.12
OPM %,28.35%,18.61%,17.63%,-44.31%,-169.62%,3.05%,,38.00%,5.35%,27.45%,6.97%
Other Income,0.68,11.57,1.18,18.10,11.92,2.48,-1.64,0.01,0.00,0.00,0.18
  └─ Exceptional items,-0.03,5.07,-0.88,-7.41,0.00,0.16,-1.64,0.00,0.00,0.00,0.00
  └─ Other income normal,0.71,6.50,2.06,25.51,11.92,2.32,0.00,0.01,0.00,0.00,0.18
Interest,0.20,0.32,0.56,1.45,0.40,1.31,0.00,0.07,0.12,0.56,0.11
Depreciation,5.07,6.84,17.90,71.57,29.41,3.53,0.71,0.24,0.26,0.27,0.71
Profit before tax,25.44,59.22,79.93,-303.20,-144.19,1.60,-2.95,0.27,-0.28,1.13,2.48
Tax %,9.83%,3.70%,9.06%,-2.55%,1.93%,11.88%,0.00%,0.00%,0.00%,47.79%,27.02%
Net Profit,22.94,57.03,72.69,-295.48,-146.98,1.41,-2.95,0.27,-0.28,0.58,1.81
  └─ Minority share,0,0,0,0,0,-0,0,0,0,0,0
  └─ Exceptional items AT,-0,5,-1,-7,0,0,-2,0,0,0,0
  └─ Profit excl Excep,23,52,73,-288,-147,1,-1,0,-0,1,2
  └─ Profit for PE,23,53,74,-288,-147,1,-1,0,-0,1,2
  └─ Profit for EPS,23,57,73,-295,-147,1,-3,0,-0,1,2
  └─ Profit Growth %,,126%,40%,-491%,49%,101%,,121%,-204%,307%,212%
EPS in Rs,,17.40,20.87,-84.41,-41.99,0.21,-0.29,0.03,-0.03,0.06,0.18
Dividend Payout %,12.03%,11.59%,9.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
