Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,43.91,60.89,83.44,69.22,59.04,64.89,68.93
  └─ Sales Growth %,,38.67%,37.03%,-17.04%,-14.71%,9.91%,6.23%
Expenses,41.08,56.98,77.96,66.41,57.10,63.19,68.28
  └─ Material Cost %,69%,73%,74%,74%,75%,75%,74%
    └─ Raw material cost,31,43,61,53,44,49,52
    └─ Change in inventory,-1,1,1,-1,1,-1,-1
  └─ Manufacturing Cost %,7%,8%,8%,7%,6%,6%,0%
  └─ Employee Cost %,11%,9%,8%,9%,10%,10%,11%
  └─ Other Cost %,5%,4%,4%,5%,6%,6%,14%
Operating Profit,2.83,3.91,5.48,2.81,1.94,1.70,0.65
OPM %,6.45%,6.42%,6.57%,4.06%,3.29%,2.62%,0.94%
Other Income,0.29,0.53,0.49,0.63,0.66,0.76,4.93
  └─ Exceptional items,0.00,0.01,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.29,0.52,0.49,0.63,0.66,0.76,4.93
Interest,0.45,0.33,0.43,0.46,0.52,0.25,0.37
Depreciation,0.31,0.46,0.80,0.92,0.94,0.92,0.87
Profit before tax,2.36,3.65,4.74,2.06,1.14,1.29,4.34
Tax %,26.69%,23.84%,27.00%,25.24%,25.44%,29.46%,20.74%
Net Profit,1.72,2.78,3.45,1.54,0.72,0.70,3.20
  └─ Profit from Associates,0,0,-0,-0,-0,-0,-0
  └─ Profit excl Excep,2,3,3,2,1,1,3
  └─ Profit for PE,2,3,3,2,1,1,3
  └─ Profit for EPS,2,3,3,2,1,1,3
  └─ Profit Growth %,,62%,24%,-55%,-53%,-3%,357%
EPS in Rs,3.60,5.81,6.16,2.75,1.29,1.25,5.71
Dividend Payout %,22.23%,17.19%,16.23%,36.36%,77.78%,80.00%,17.50%
