Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,391,349,280,238,216,191,100,127,175,146,174,162
  └─ Sales Growth %,-3.58%,-10.70%,-19.65%,-15.25%,-9.20%,-11.59%,-47.54%,26.52%,38.03%,-16.60%,19.62%,-7.39%
Expenses,369,344,289,260,227,182,122,143,180,163,193,174
  └─ Material Cost %,45.20%,44.76%,41.98%,41.83%,34.49%,35.83%,43.31%,43.81%,45.52%,42.41%,42.83%,37.80%
    └─ Raw material cost,182,158,117,106,81,73,35,50,69,64,79,60
    └─ Change in inventory,-5,-1,1,-7,-7,-5,8,5,10,-2,-4,1
  └─ Manufacturing Cost %,6.75%,7.46%,12.09%,13.90%,12.70%,13.71%,17.01%,20.11%,15.93%,16.48%,17.81%,0.00%
  └─ Employee Cost %,18.33%,19.34%,22.04%,24.82%,26.83%,28.52%,38.83%,29.93%,23.12%,29.05%,26.51%,28.90%
  └─ Other Cost %,24.07%,26.90%,26.81%,28.68%,31.18%,17.18%,22.85%,19.26%,18.31%,24.14%,23.66%,41.16%
Operating Profit,22,5,-8,-22,-11,9,-22,-17,-5,-18,-19,-13
OPM %,6%,2%,-3%,-9%,-5%,5%,-22%,-13%,-3%,-12%,-11%,-8%
Other Income,6,3,21,11,3,12,25,26,46,8,13,13
  └─ Exceptional items,1.24,0.34,7.66,-0.47,-3.86,-0.37,-1.92,-0.73,37.90,-0.53,-0.76,0.00
  └─ Other income normal,4.56,2.27,12.98,11.61,6.63,12.14,27.41,26.71,8.60,8.88,13.42,12.85
Interest,5,5,5,5,6,15,10,7,8,8,10,10
Depreciation,10,11,12,11,11,35,23,19,18,19,20,24
Profit before tax,13,-8,-4,-26,-25,-30,-30,-16,16,-36,-36,-34
Tax %,29%,-2%,3%,-10%,7%,-4%,-1%,-1%,-3%,0%,3%,4%
Net Profit,9,-8,-4,-23,-27,-29,-29,-16,16,-36,-37,-35
  └─ Exceptional items AT,0.88,0.34,4.47,-0.44,-3.70,-0.35,-1.85,-0.68,37.90,-0.53,-0.74,0.00
  └─ Profit excl Excep,8.14,-8.55,-8.85,-23.05,-23.09,-28.62,-27.53,-15.69,-21.92,-35.84,-36.46,-35.04
  └─ Profit for PE,8.14,-8.55,-8.85,-23.05,-23.09,-28.62,-27.53,-15.69,-21.92,-35.84,-36.46,-35.04
  └─ Profit for EPS,9.02,-8.21,-4.38,-23.49,-26.79,-28.97,-29.38,-16.37,15.98,-36.37,-37.20,-35.04
  └─ Profit Growth %,-62.28%,-205.04%,-3.51%,-160.45%,-0.17%,-23.95%,3.81%,43.01%,-39.71%,-63.50%,-1.73%,3.89%
EPS in Rs,4.62,-4.21,-2.24,-12.03,-12.58,-12.89,-11.87,-6.61,6.15,-13.99,-14.31,-12.76
Dividend Payout %,67%,-24%,-45%,-8%,-8%,0%,0%,0%,0%,0%,0%,0%
