Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4.38,7.02,11.51,12.54
  └─ Sales Growth %,,60.27%,63.96%,8.95%
Expenses,3.19,5.00,8.94,9.83
  └─ Manufacturing Cost %,1.83%,2.28%,3.48%,0.00%
  └─ Employee Cost %,42.69%,43.02%,33.71%,35.89%
  └─ Other Cost %,28.31%,25.93%,40.49%,42.50%
Operating Profit,1.19,2.02,2.57,2.71
OPM %,27.17%,28.77%,22.33%,21.61%
Other Income,0.09,0.34,0.34,0.32
  └─ Exceptional items,0.00,0.20,0.01,0.00
  └─ Other income normal,0.09,0.14,0.33,0.32
Interest,0.06,0.06,0.06,0.38
Depreciation,0.19,0.23,0.26,0.37
Profit before tax,1.03,2.07,2.59,2.28
Tax %,24.27%,25.12%,24.32%,26.32%
Net Profit,0.77,1.53,1.97,1.68
  └─ Profit from Associates,0.00,-0.01,0.00,0.00
  └─ Minority share,0.00,0.00,-0.13,-0.28
  └─ Exceptional items AT,0.00,0.14,0.01,0.00
  └─ Profit excl Excep,0.77,1.39,1.96,1.68
  └─ Profit for PE,0.77,1.39,1.83,1.40
  └─ Profit for EPS,0.77,1.53,1.84,1.40
  └─ Profit Growth %,,80.52%,31.70%,-23.52%
EPS in Rs,0.75,1.47,1.77,1.35
Dividend Payout %,5.33%,2.97%,2.82%,0.00%
