Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,294,284,283,411,505,426,562,535
  └─ Sales Growth %,,-3.40%,-0.20%,45.13%,22.82%,-15.52%,31.94%,-4.78%
Expenses,253,249,233,379,499,408,506,486
  └─ Material Cost %,58%,61%,55%,63%,75%,71%,65%,67%
    └─ Raw material cost,195,141,167,300,349,306,373,383
    └─ Change in inventory,-24,30,-12,-43,29,-4,-6,-24
  └─ Manufacturing Cost %,22%,22%,22%,24%,16%,16%,16%,7%
  └─ Employee Cost %,3%,3%,4%,3%,4%,5%,4%,5%
  └─ Other Cost %,3%,2%,2%,3%,4%,4%,4%,12%
Operating Profit,40,34,50,32,5,18,57,50
OPM %,14%,12%,18%,8%,1%,4%,10%,9%
Other Income,-1,1,4,6,6,28,4,7
  └─ Exceptional items,-0.77,0.00,4.10,-0.01,0.00,25.60,-0.40,0.00
  └─ Other income normal,0.04,0.78,0.31,5.61,5.86,2.81,4.04,6.70
Interest,5,4,2,5,14,13,16,12
Depreciation,8,8,9,12,15,16,19,19
Profit before tax,26,23,44,21,-18,18,25,26
Tax %,30%,2%,27%,30%,4%,13%,33%,30%
Net Profit,18,23,32,15,-18,16,17,18
  └─ Minority share,0.00,0.00,0.27,4.71,6.82,4.41,2.90,0.99
  └─ Exceptional items AT,-0.54,0.00,3.00,0.00,0.00,22.39,-0.24,0.00
  └─ Profit excl Excep,18.84,22.83,28.94,14.65,-18.47,-6.75,17.09,17.78
  └─ Profit for PE,18.84,22.83,29.21,19.36,-11.65,-2.34,19.99,18.77
  └─ Profit for EPS,18.30,22.83,32.21,19.36,-11.65,20.05,19.75,18.77
  └─ Profit Growth %,,21.18%,27.95%,-33.72%,-160.18%,79.91%,954.27%,-6.10%
EPS in Rs,14.88,18.98,26.78,16.10,-9.88,17.01,16.76,15.92
Dividend Payout %,20%,16%,13%,3%,-5%,3%,9%,9%
