Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,260,284,254,212,210,262,273,312
  └─ Sales Growth %,,9.17%,-10.47%,-16.63%,-0.74%,24.76%,3.89%,14.46%
Expenses,240,247,228,218,224,257,259,290
  └─ Material Cost %,54.12%,47.31%,52.33%,62.97%,60.09%,53.08%,46.02%,44.98%
    └─ Raw material cost,136,137,131,136,132,139,126,138
    └─ Change in inventory,5,-2,2,-2,-6,1,-0,2
  └─ Manufacturing Cost %,4.56%,4.90%,5.64%,6.56%,6.49%,6.93%,6.48%,5.80%
  └─ Employee Cost %,9.54%,9.40%,10.91%,14.25%,13.90%,12.01%,11.70%,11.14%
  └─ Other Cost %,24.02%,25.48%,21.00%,18.97%,25.93%,25.98%,30.69%,31.16%
Operating Profit,20,37,26,-6,-13,5,14,22
OPM %,8%,13%,10%,-3%,-6%,2%,5%,7%
Other Income,1,1,3,0,3,3,2,2
  └─ Exceptional items,0.14,0.01,0.02,0.05,0.00,0.00,0.00,-2.00
  └─ Other income normal,0.92,1.27,3.07,0.41,2.76,3.06,2.42,3.70
Interest,1,2,1,2,2,3,2,3
Depreciation,3,4,3,3,3,3,3,3
Profit before tax,17,32,25,-11,-16,2,11,17
Tax %,33%,28%,24%,-25%,-23%,31%,33%,25%
Net Profit,11,23,19,-8,-12,2,7,13
  └─ Exceptional items AT,0,0,0,0,0,0,0,-1
  └─ Profit excl Excep,11,23,19,-8,-12,2,7,14
  └─ Profit for PE,11,23,19,-8,-12,2,7,14
  └─ Profit for EPS,11,23,19,-8,-12,2,7,13
  └─ Profit Growth %,,106%,-18%,-142%,-55%,114%,332%,97%
EPS in Rs,4.07,8.29,6.81,-2.84,-4.41,0.60,2.58,4.54
Dividend Payout %,25%,14%,18%,0%,0%,0%,0%,0%
