Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,88,110,125,111,109,167,201,254,231,247
  └─ Sales Growth %,,26.10%,12.87%,-11.23%,-1.06%,52.16%,20.55%,26.37%,-8.96%,6.70%
Expenses,80,99,112,102,102,149,180,235,221,238
  └─ Material Cost %,0%,0%,0%,-0%,0%,0%,12%,22%,9%,0%
    └─ Raw material cost,0.00,0.26,0.00,0.00,0.00,0.00,23.37,55.27,21.36,0.00
    └─ Change in inventory,0.00,0.00,0.00,-0.25,0.00,0.01,0.00,-0.02,-0.05,0.26
  └─ Manufacturing Cost %,29%,76%,76%,76%,80%,74%,68%,61%,74%,0%
  └─ Employee Cost %,7%,8%,8%,10%,8%,5%,5%,4%,6%,5%
  └─ Other Cost %,54%,5%,6%,6%,6%,10%,6%,6%,7%,92%
Operating Profit,8,12,13,9,7,17,21,19,10,8
OPM %,9%,11%,10%,8%,7%,10%,11%,8%,4%,3%
Other Income,0,0,-0,1,0,3,1,12,2,4
  └─ Exceptional items,0.00,0.21,-0.22,-0.02,-0.05,2.39,0.72,9.51,1.99,0.00
  └─ Other income normal,0.15,0.05,0.14,0.87,0.50,0.69,0.12,2.50,0.51,4.07
Interest,3,3,4,4,4,4,4,5,4,4
Depreciation,3,4,3,4,4,4,3,4,5,4
Profit before tax,2,5,6,2,-1,12,15,22,3,4
Tax %,35%,37%,30%,33%,17%,25%,27%,24%,33%,14%
Net Profit,2,3,4,2,-1,9,11,16,2,4
  └─ Minority share,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,-0,-0,-0,2,1,7,1,0
  └─ Profit excl Excep,2,3,4,2,-1,7,10,9,1,4
  └─ Profit for PE,2,3,4,2,-1,7,10,9,1,4
  └─ Profit for EPS,2,3,4,2,-1,9,11,16,2,4
  └─ Profit Growth %,,84%,38%,-62%,-164%,845%,42%,-11%,-88%,237%
EPS in Rs,0.24,0.43,0.55,0.22,-0.15,1.31,1.57,2.36,0.30,0.52
Dividend Payout %,0%,0%,0%,34%,-102%,23%,10%,4%,0%,0%
