Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Sales,19.25,29.81,38.36,36.33,46.66,29.80
  └─ Sales Growth %,,54.86%,28.68%,-5.29%,28.43%,-36.13%
Expenses,14.52,23.47,31.53,29.98,40.38,30.28
  └─ Material Cost %,0.00%,0.00%,2.71%,-7.51%,0.99%,5.34%
    └─ Raw material cost,0.00,0.00,1.04,1.77,1.55,0.42
    └─ Change in inventory,0.00,0.00,0.00,-4.50,-1.09,1.17
  └─ Manufacturing Cost %,19.58%,45.59%,55.14%,46.88%,50.66%,45.47%
  └─ Employee Cost %,42.55%,19.99%,11.97%,16.79%,12.71%,16.74%
  └─ Other Cost %,13.30%,13.15%,12.38%,26.37%,22.18%,34.06%
Operating Profit,4.73,6.34,6.83,6.35,6.28,-0.48
OPM %,24.57%,21.27%,17.81%,17.48%,13.46%,-1.61%
Other Income,0.20,2.17,0.42,1.51,1.68,1.50
  └─ Exceptional items,-0.02,-0.03,0.01,1.20,0.27,0.56
  └─ Other income normal,0.22,2.20,0.41,0.31,1.41,0.94
Interest,1.95,3.00,3.44,4.35,4.08,4.79
Depreciation,0.72,1.16,1.14,0.97,0.96,0.92
Profit before tax,2.26,4.35,2.67,2.54,2.92,-4.69
Tax %,26.55%,17.24%,31.46%,52.76%,34.93%,9.38%
Net Profit,1.66,3.60,1.83,0.98,1.88,-5.13
  └─ Profit from Associates,0,0,0,-0,-0,0
  └─ Minority share,0,0,0,0,0,0
  └─ Exceptional items AT,-0,-0,0,1,0,1
  └─ Profit excl Excep,2,4,2,0,2,-6
  └─ Profit for PE,2,4,2,0,2,-6
  └─ Profit for EPS,2,4,2,1,2,-5
  └─ Profit Growth %,,116%,-50%,-74%,266%,-430%
EPS in Rs,3.33,6.52,3.31,1.77,3.40,-9.27
Dividend Payout %,22.50%,11.52%,22.66%,42.32%,22.06%,0.00%
