Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,37.11,25.15,25.12,43.35
  └─ Sales Growth %,,-32%,-0%,73%
Expenses,33.05,21.03,28.97,38.59
  └─ Material Cost %,40.99%,19.92%,33.28%,34.39%
    └─ Raw material cost,15.21,5.01,8.36,14.91
  └─ Manufacturing Cost %,36.30%,45.96%,58.00%,0.00%
  └─ Employee Cost %,4.39%,7.59%,7.96%,30.84%
  └─ Other Cost %,7.38%,10.14%,16.08%,23.78%
Operating Profit,4.06,4.12,-3.85,4.76
OPM %,10.94%,16.38%,-15.33%,10.98%
Other Income,0.07,0.12,0.37,0.43
  └─ Other income normal,0.07,0.12,0.37,0.43
Interest,1.89,1.92,2.07,1.37
Depreciation,1.82,1.83,1.97,2.05
Profit before tax,0.42,0.49,-7.52,1.77
Tax %,16.67%,53.06%,1.99%,-73.45%
Net Profit,0.35,0.23,-7.67,3.08
  └─ Profit excl Excep,0,0,-8,3
  └─ Profit for PE,0,0,-8,3
  └─ Profit for EPS,0,0,-8,3
  └─ Profit Growth %,,-34%,-3435%,140%
EPS in Rs,0.13,0.08,-0.91,0.32
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%
