Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Sales,635,518,495,292,92,19,10,1,1,4,4,4
  └─ Sales Growth %,-47.58%,-18.37%,-4.53%,-40.89%,-68.64%,-78.92%,-50.03%,-89.96%,42.27%,188.41%,4.02%,-12.56%
Expenses,661,566,713,360,2497,125,147,48,44,80,34,33
  └─ Material Cost %,19%,6%,9%,18%,6%,6%,0%,0%,3%,0%,0%,1%
    └─ Raw material cost,112.58,31.17,51.52,46.31,3.59,0.14,0.00,0.00,0.00,0.00,0.00,0.05
    └─ Change in inventory,9.50,1.01,-5.04,6.56,1.90,0.97,0.03,0.00,0.04,0.00,0.00,0.00
  └─ Manufacturing Cost %,4%,6%,19%,19%,31%,83%,17%,66%,50%,27%,22%,20%
  └─ Employee Cost %,43%,48%,45%,46%,43%,77%,72%,224%,154%,61%,57%,62%
  └─ Other Cost %,38%,49%,70%,40%,2643%,478%,1436%,4629%,2946%,1920%,734%,834%
Operating Profit,-26,-48,-218,-67,-2405,-105,-138,-47,-42,-76,-30,-30
OPM %,-4%,-9%,-44%,-23%,-2623%,-544%,-1426%,-4819%,-3053%,-1908%,-713%,-818%
Other Income,-73,-1189,50,-293,-33,5,50,1,3,1,2,1
  └─ Exceptional items,-117.16,-1254.08,-68.87,-362.63,-46.10,0.00,46.67,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,44.56,64.68,118.82,69.70,13.43,5.27,2.83,0.51,2.64,1.35,2.21,1.38
Interest,254,368,402,375,137,5,6,4,4,5,6,7
Depreciation,108,95,69,45,31,79,3,1,0,0,0,1
Profit before tax,-462,-1700,-640,-781,-2606,-184,-97,-51,-44,-80,-33,-36
Tax %,-16%,-0%,-2%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit,-386,-1700,-626,-782,-2608,-184,-97,-51,-44,-80,-33,-36
  └─ Profit from Associates,-0.31,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Minority share,25.44,57.53,67.12,446.33,63.94,0.76,1.69,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,-115.65,-1251.40,-68.32,-362.09,-46.06,0.00,46.67,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,-270.55,-448.29,-557.25,-419.57,-2561.58,-183.93,-143.81,-51.19,-44.39,-79.99,-33.40,-35.71
  └─ Profit for PE,-252.73,-433.12,-497.46,-179.99,-2498.77,-183.17,-141.31,-51.19,-44.39,-79.99,-33.40,-35.71
  └─ Profit for EPS,-360.76,-1642.16,-558.45,-335.33,-2543.70,-183.17,-95.45,-51.19,-44.39,-79.99,-33.40,-35.71
  └─ Profit Growth %,-79.07%,-71.38%,-14.86%,63.82%,-1288.25%,92.67%,22.85%,63.77%,13.28%,-80.20%,58.24%,-6.92%
EPS in Rs,-29.46,-134.09,-45.60,-27.38,-207.70,-14.96,-7.79,-4.18,-3.62,-6.53,-2.73,-2.92
Dividend Payout %,-0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
