Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,11088,8261,9557,8556,7411,8395,3566,4601,6674,8755,10414,14807
  └─ Sales Growth %,4.08%,-25.49%,15.69%,-10.47%,-13.39%,13.28%,-57.52%,29.02%,45.06%,31.18%,18.96%,42.18%
Expenses,8533,7804,6394,6999,5958,6217,2661,2316,4947,5783,6639,9050
  └─ Material Cost %,9.66%,12.08%,14.73%,22.42%,15.01%,14.89%,3.09%,3.25%,2.81%,2.45%,3.03%,6.63%
    └─ Raw material cost,1091,1000,1415,1919,1110,1265,94,145,235,208,328,1336
    └─ Change in inventory,-20,-3,-7,-0,2,-16,17,5,-47,7,-12,-354
  └─ Manufacturing Cost %,52.87%,42.65%,39.46%,37.99%,39.39%,35.69%,12.91%,10.51%,38.72%,36.11%,34.50%,0.00%
  └─ Employee Cost %,5.61%,6.15%,6.25%,8.08%,10.28%,9.94%,19.41%,16.43%,14.54%,14.20%,14.28%,11.60%
  └─ Other Cost %,8.82%,33.59%,6.46%,13.30%,15.73%,13.53%,39.19%,20.14%,18.06%,13.30%,11.94%,42.90%
Operating Profit,2555,457,3163,1558,1453,2178,905,2285,1727,2972,3775,5757
OPM %,23%,6%,33%,18%,20%,26%,25%,50%,26%,34%,36%,39%
Other Income,23,369,381,718,-1228,144,-1930,-521,923,788,1205,524
  └─ Exceptional items,-266,81,-240,0,-2212,-683,-2361,-950,242,111,598,-108
  └─ Other income normal,289,287,621,718,984,827,431,429,681,678,606,633
Interest,3572,2196,2128,2316,2684,3545,1803,2019,2338,2929,3705,3859
Depreciation,1813,1197,1019,1028,984,1064,886,889,1038,1466,1910,1837
Profit before tax,-2806,-2568,397,-1069,-3444,-2287,-3714,-1144,-727,-635,-635,586
Tax %,5%,7%,187%,4%,-3%,-4%,-8%,-1%,16%,30%,29%,19%
Net Profit,-2972,-2749,-347,-1115,-3356,-2202,-3428,-1131,-840,-828,-817,472
  └─ Profit from Associates,-13,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,239,37,-217,-249,-224,-227,630,108,661,268,424,-297
  └─ Exceptional items AT,-251,75,273,0,-2069,-636,-176,-563,233,109,598,-87
  └─ Profit excl Excep,-2722,-2824,-620,-1115,-1288,-1566,-3251,-569,-1073,-937,-1415,560
  └─ Profit for PE,-2503,-2786,-837,-1364,-1512,-1793,-2653,-514,-229,-633,-681,208
  └─ Profit for EPS,-2733,-2712,-564,-1364,-3581,-2429,-2797,-1023,-179,-559,-393,175
  └─ Profit Growth %,-1684%,-11%,70%,-63%,-11%,-19%,-48%,81%,55%,-176%,-7%,131%
EPS in Rs,-5.16,-4.49,-0.94,-2.26,-5.93,-4.02,-4.63,-1.70,-0.30,-0.93,-0.37,0.17
Dividend Payout %,-0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
