Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,718,720,833,736,526,481,525,582,623,650,620,683
  └─ Sales Growth %,3.43%,0.27%,15.63%,-11.60%,-28.56%,-8.53%,9.21%,10.86%,6.97%,4.27%,-4.51%,10.10%
Expenses,622,621,1112,638,471,431,456,573,630,607,691,680
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.57
  └─ Manufacturing Cost %,69%,72%,79%,72%,72%,74%,71%,87%,89%,81%,83%,78%
  └─ Employee Cost %,6%,7%,6%,9%,10%,10%,9%,8%,8%,9%,9%,9%
  └─ Other Cost %,11%,8%,48%,6%,8%,5%,7%,3%,4%,4%,19%,7%
Operating Profit,97,99,-279,98,55,50,70,10,-7,43,-71,3
OPM %,13%,14%,-33%,13%,10%,10%,13%,2%,-1%,7%,-11%,0%
Other Income,2,17,685,232,75,50,18,73,95,46,142,68
  └─ Exceptional items,-0,-0,323,37,5,2,0,8,-0,0,0,0
  └─ Other income normal,2,17,362,195,70,48,18,65,95,45,142,68
Interest,46,50,143,203,91,46,38,33,38,33,27,19
Depreciation,15,19,58,93,16,29,30,29,29,33,36,36
Profit before tax,37,47,205,34,23,25,20,21,21,22,9,17
Tax %,34%,19%,11%,41%,30%,47%,-28%,28%,24%,22%,19%,24%
Net Profit,25,38,182,20,16,13,26,15,16,17,7,13
  └─ Minority share,0,0,-7,-0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,-0,-0,300,23,3,1,0,6,-0,0,0,0
  └─ Profit excl Excep,25,38,-118,-3,13,12,26,10,16,17,7,13
  └─ Profit for PE,25,38,-113,-3,13,12,26,10,16,17,7,13
  └─ Profit for EPS,25,38,175,20,16,13,26,15,16,17,7,13
  └─ Profit Growth %,-13%,51%,-401%,97%,542%,-8%,114%,-63%,67%,7%,-59%,82%
EPS in Rs,0.25,0.39,1.80,0.20,0.17,0.14,0.27,0.16,0.16,0.18,0.07,0.13
Dividend Payout %,20%,13%,3%,25%,30%,37%,19%,32%,31%,28%,69%,0%
