Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,334,307,237,247,376,414,510,437,549,551,585,524
  └─ Sales Growth %,-19.12%,-8.11%,-22.58%,4.27%,52.00%,10.14%,23.21%,-14.44%,25.67%,0.33%,6.15%,-10.33%
Expenses,316,297,235,226,345,376,418,385,457,470,492,464
  └─ Material Cost %,62.35%,61.14%,61.51%,56.06%,57.48%,56.19%,46.87%,53.90%,47.19%,51.22%,48.37%,49.15%
    └─ Raw material cost,220,195,140,130,220,229,231,239,259,298,297,282
    └─ Change in inventory,-12,-7,6,9,-4,4,9,-3,-0,-16,-14,-24
  └─ Manufacturing Cost %,12.59%,11.83%,11.62%,9.78%,10.50%,11.87%,13.91%,9.68%,11.36%,8.93%,9.00%,0.00%
  └─ Employee Cost %,11.09%,12.94%,13.25%,11.53%,11.00%,11.85%,9.61%,11.93%,11.64%,13.13%,13.78%,16.22%
  └─ Other Cost %,8.74%,10.98%,12.71%,13.82%,12.73%,10.93%,11.44%,12.58%,13.03%,12.00%,12.95%,23.13%
Operating Profit,17,10,2,22,31,38,93,52,92,81,93,60
OPM %,5%,3%,1%,9%,8%,9%,18%,12%,17%,15%,16%,12%
Other Income,4,7,2,4,5,9,10,13,19,15,39,12
  └─ Exceptional items,-0.13,0.57,-0.52,0.00,0.00,-0.34,2.41,-0.09,10.94,-0.60,26.59,0.00
  └─ Other income normal,4.44,6.31,2.41,3.56,5.07,8.98,7.92,13.28,8.03,15.64,12.34,12.35
Interest,9,9,9,9,10,9,9,8,7,5,5,5
Depreciation,13,11,8,6,4,6,7,9,10,12,15,18
Profit before tax,1,-4,-13,10,23,32,87,49,94,80,112,50
Tax %,240%,-23%,-25%,-9%,40%,25%,25%,25%,28%,26%,25%,26%
Net Profit,-1,-3,-10,11,14,24,66,36,68,59,84,37
  └─ Exceptional items AT,0.40,0.57,-0.50,0.00,0.00,-0.25,1.82,-0.07,7.86,-0.45,20.03,0.00
  └─ Profit excl Excep,-1.41,-3.45,-9.54,11.45,13.71,23.89,63.78,36.56,59.64,59.47,64.30,36.91
  └─ Profit for PE,-1.41,-3.45,-9.54,11.45,13.71,23.89,63.78,36.56,59.64,59.47,64.30,36.91
  └─ Profit for EPS,-1.01,-2.88,-10.04,11.45,13.71,23.64,65.60,36.49,67.50,59.02,84.33,36.91
  └─ Profit Growth %,-113.47%,-144.68%,-176.52%,220.02%,19.74%,74.25%,166.97%,-42.68%,63.13%,-0.29%,8.12%,-42.60%
EPS in Rs,-0.54,-1.53,-5.34,6.09,7.29,12.57,31.54,17.54,32.45,28.38,40.54,17.75
Dividend Payout %,-93%,0%,0%,6%,7%,4%,2%,3%,2%,3%,2%,6%
