Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,314,332,351,347,892,341,320,487,1438,5017,4938,4371
  └─ Sales Growth %,-5.55%,5.52%,5.68%,-1.11%,157.18%,-61.78%,-5.97%,52.03%,195.18%,248.86%,-1.58%,-11.48%
Expenses,284,304,317,312,814,289,252,419,1207,4149,5079,4575
  └─ Material Cost %,79%,81%,78%,74%,85%,66%,56%,67%,74%,79%,85%,98%
    └─ Raw material cost,297,285,281,288,303,200,210,347,1104,3932,4155,3819
    └─ Change in inventory,-47,-17,-8,-31,452,24,-30,-21,-37,37,32,468
  └─ Manufacturing Cost %,5%,4%,4%,4%,1%,4%,5%,7%,5%,0%,1%,0%
  └─ Employee Cost %,3%,3%,3%,4%,1%,4%,6%,5%,2%,1%,2%,3%
  └─ Other Cost %,3%,4%,5%,9%,4%,11%,12%,7%,3%,2%,16%,4%
Operating Profit,31,28,33,35,78,52,68,68,231,868,-141,-204
OPM %,10%,8%,10%,10%,9%,15%,21%,14%,16%,17%,-3%,-5%
Other Income,14,7,13,110,19,9,4,7,11,82,1944,774
  └─ Exceptional items,1,1,2,83,13,4,-0,0,1,2,1823,0
  └─ Other income normal,14,7,11,28,7,4,4,7,10,80,121,774
Interest,30,24,32,58,54,50,108,189,223,226,186,81
Depreciation,10,11,12,14,14,15,42,70,81,115,147,124
Profit before tax,5,0,3,73,29,-4,-78,-184,-62,609,1470,365
Tax %,43%,229%,78%,25%,121%,14%,-12%,-14%,-2%,4%,41%,26%
Net Profit,3,-0,1,55,-6,-5,-69,-158,-61,586,874,271
  └─ Minority share,0,0,0,0,1,0,0,0,0,-285,-119,3
  └─ Exceptional items AT,0,0,0,63,9,2,-0,0,1,2,1227,0
  └─ Profit excl Excep,3,-1,0,-8,-15,-7,-69,-158,-62,584,-352,271
  └─ Profit for PE,3,-1,0,-8,-13,-7,-69,-158,-62,300,-304,274
  └─ Profit for EPS,3,-0,1,55,-5,-5,-69,-158,-61,301,755,274
  └─ Profit Growth %,146%,-119%,137%,-4405%,-59%,46%,-873%,-130%,61%,582%,-201%,190%
EPS in Rs,0.14,-0.01,0.03,2.24,-0.22,-0.20,-2.81,-5.98,-2.31,9.61,24.10,8.75
Dividend Payout %,110%,-582%,272%,4%,-46%,-51%,-4%,-2%,-4%,1%,0%,0%
