Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,145,310,331,211,331,343
  └─ Sales Growth %,,113.78%,6.52%,-36.29%,57.39%,3.45%
Expenses,141,301,326,206,322,331
  └─ Material Cost %,85%,90%,91%,86%,88%,89%
    └─ Raw material cost,124,279,299,182,293,307
    └─ Change in inventory,-1,-0,1,-1,-1,-1
  └─ Manufacturing Cost %,0%,0%,6%,8%,7%,0%
  └─ Employee Cost %,2%,1%,1%,2%,1%,1%
  └─ Other Cost %,11%,6%,1%,2%,1%,6%
Operating Profit,4,9,4,4,10,12
OPM %,3%,3%,1%,2%,3%,4%
Other Income,4,4,6,2,0,0
  └─ Exceptional items,0.11,-0.05,0.04,0.06,0.00,0.00
  └─ Other income normal,3.74,4.01,6.31,1.87,0.47,0.46
Interest,1,1,2,1,2,2
Depreciation,3,3,4,4,4,3
Profit before tax,4,9,5,2,5,8
Tax %,34%,25%,24%,36%,27%,26%
Net Profit,3,6,4,1,4,6
  └─ Profit from Associates,0,-0,-0,0,0,0
  └─ Exceptional items AT,0,-0,0,0,0,0
  └─ Profit excl Excep,3,6,4,1,4,6
  └─ Profit for PE,3,6,4,1,4,6
  └─ Profit for EPS,3,6,4,1,4,6
  └─ Profit Growth %,,139%,-43%,-70%,244%,64%
EPS in Rs,0.06,0.14,0.08,0.02,0.08,0.13
Dividend Payout %,0%,27%,48%,157%,47%,0%
