Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,273,273,263,289,339,309,182,207,291,312,358,548
  └─ Sales Growth %,25%,-0%,-4%,10%,17%,-9%,-41%,14%,40%,7%,15%,53%
Expenses,238,243,239,278,312,314,193,187,266,287,336,500
  └─ Material Cost %,4%,4%,5%,3%,1%,-0%,1%,1%,2%,2%,1%,2%
    └─ Raw material cost,8.20,9.93,14.23,9.15,5.67,4.66,1.27,2.17,4.41,5.87,5.37,7.19
    └─ Change in inventory,2.34,1.84,-2.08,0.13,-0.98,-5.57,0.31,-0.61,2.34,-0.81,-1.16,2.35
  └─ Manufacturing Cost %,40%,45%,19%,24%,23%,26%,48%,52%,56%,54%,55%,0%
  └─ Employee Cost %,27%,22%,20%,21%,17%,17%,22%,18%,16%,16%,19%,21%
  └─ Other Cost %,16%,18%,46%,48%,50%,59%,35%,20%,17%,20%,19%,68%
Operating Profit,35,30,24,10,27,-5,-10,20,25,25,22,48
OPM %,13%,11%,9%,4%,8%,-2%,-6%,10%,9%,8%,6%,9%
Other Income,11,13,13,15,16,-27,10,9,6,13,-3,12
  └─ Exceptional items,-0.49,1.92,-0.07,0.76,2.19,-40.86,0.17,2.29,0.75,-0.87,-13.42,-9.30
  └─ Other income normal,11.55,10.85,12.85,14.71,13.36,14.09,9.58,6.40,5.49,13.86,10.22,21.48
Interest,10,8,8,7,6,8,6,4,2,2,8,44
Depreciation,8,8,7,8,9,14,8,8,11,14,20,41
Profit before tax,29,27,22,10,27,-54,-15,17,19,22,-9,-25
Tax %,27%,21%,28%,45%,25%,-2%,-14%,20%,-20%,28%,20%,4%
Net Profit,21,21,16,6,20,-53,-13,14,23,16,-11,-26
  └─ Minority share,0,0,0,-0,-0,-0,0,0,-0,-18,2,0
  └─ Exceptional items AT,-1,1,-0,0,2,-40,0,2,1,1,-3,-9
  └─ Profit excl Excep,22,20,16,5,18,-13,-13,12,22,15,-8,-17
  └─ Profit for PE,22,20,16,5,18,-14,-12,12,22,-3,-7,-17
  └─ Profit for EPS,21,21,16,6,20,-53,-12,14,23,-2,-9,-26
  └─ Profit Growth %,36%,-8%,-20%,-67%,245%,-174%,8%,197%,81%,-114%,-116%,-154%
EPS in Rs,4.56,4.49,2.84,1.01,3.52,-9.39,-2.20,2.46,4.09,-0.40,-1.73,-4.77
Dividend Payout %,0%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%
