Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,19.72,21.39,13.59,14.25,11.96,28.46,42.49,104.83,57.95
  └─ Sales Growth %,,8.47%,-36.47%,4.86%,-16.07%,137.96%,49.30%,146.72%,-44.72%
Expenses,18.23,19.98,12.44,13.51,10.90,26.34,40.51,100.38,54.61
  └─ Material Cost %,81%,83%,77%,80%,78%,84%,87%,88%,85%
    └─ Raw material cost,17,16,13,12,11,26,38,88,56
    └─ Change in inventory,-0,2,-3,-1,-1,-3,-1,5,-6
  └─ Manufacturing Cost %,4%,3%,7%,4%,4%,0%,5%,3%,0%
  └─ Employee Cost %,2%,2%,3%,3%,5%,2%,2%,1%,2%
  └─ Other Cost %,5%,5%,5%,7%,5%,6%,2%,3%,7%
Operating Profit,1.49,1.41,1.15,0.74,1.06,2.12,1.98,4.45,3.34
OPM %,7.56%,6.59%,8.46%,5.19%,8.86%,7.45%,4.66%,4.24%,5.76%
Other Income,0.09,0.48,0.45,0.73,0.30,0.13,0.22,0.11,0.24
  └─ Exceptional items,-0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.10,0.46,0.44,0.73,0.30,0.13,0.22,0.11,0.24
Interest,0.56,0.50,0.51,0.36,0.41,0.40,0.35,1.52,0.44
Depreciation,0.54,0.73,0.63,0.56,0.53,0.45,0.40,0.56,0.75
Profit before tax,0.48,0.66,0.46,0.55,0.42,1.40,1.45,2.48,2.39
Tax %,16.67%,27.27%,45.65%,21.82%,19.05%,26.43%,28.28%,26.61%,24.69%
Net Profit,0.40,0.48,0.25,0.42,0.34,1.03,1.04,1.82,1.80
  └─ Exceptional items AT,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,0.41,0.46,0.25,0.42,0.34,1.03,1.04,1.82,1.80
  └─ Profit for PE,0.41,0.46,0.25,0.42,0.34,1.03,1.04,1.82,1.80
  └─ Profit for EPS,0.40,0.48,0.25,0.42,0.34,1.03,1.04,1.82,1.80
  └─ Profit Growth %,,12.20%,-45.65%,68.00%,-19.05%,202.94%,0.97%,75.00%,-1.10%
EPS in Rs,0.57,0.68,0.36,0.60,0.48,1.46,1.48,2.59,2.00
Dividend Payout %,0.00%,29.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
