Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,498.17,705.56,555.40,398.12,95.68,24.30,3.10,1.33,3.07,7.21
  └─ Sales Growth %,,42%,-21%,-28%,-76%,-75%,-87%,-57%,131%,135%
Expenses,480.21,678.23,541.53,401.57,104.15,26.53,18.71,6.38,5.00,11.27
  └─ Material Cost %,90%,90%,89%,3%,21%,9%,1%,0%,0%,61%
    └─ Raw material cost,447.95,626.27,506.43,0.00,0.00,0.00,0.00,0.00,0.00,4.93
    └─ Change in inventory,-0.77,6.09,-12.57,10.62,20.00,2.10,0.02,0.00,0.00,-0.52
  └─ Manufacturing Cost %,4%,4%,4%,93%,76%,69%,157%,88%,80%,0%
  └─ Employee Cost %,1%,1%,2%,2%,5%,12%,39%,77%,40%,41%
  └─ Other Cost %,1%,2%,3%,3%,6%,20%,407%,315%,43%,55%
Operating Profit,17.96,27.33,13.87,-3.45,-8.47,-2.23,-15.61,-5.05,-1.93,-4.06
OPM %,3.61%,3.87%,2.50%,-0.87%,-8.85%,-9.18%,-503.55%,-379.70%,-62.87%,-56.31%
Other Income,1.20,4.48,4.16,3.62,1.26,1.36,13.04,11.73,2.87,11.85
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.09,7.47,10.05,1.45,0.00
  └─ Other income normal,1.20,4.48,4.16,3.62,1.26,1.27,5.57,1.68,1.42,11.85
Interest,7.65,15.38,13.76,10.84,8.94,5.61,0.77,0.24,0.26,0.25
Depreciation,3.01,3.79,3.82,3.50,2.98,2.17,1.39,0.54,0.33,0.40
Profit before tax,8.50,12.64,0.45,-14.17,-19.13,-8.65,-4.73,5.90,0.35,7.14
Tax %,24.71%,34.02%,151.11%,-24.91%,-24.05%,-9.02%,-9.94%,-12.37%,745.71%,20.17%
Net Profit,5.31,8.76,2.38,-10.60,-14.64,-3.33,5.20,15.99,7.43,5.70
  └─ Profit from Associates,-1.10,0.43,2.62,0.05,-0.10,4.55,9.46,9.35,9.69,0.00
  └─ Minority share,0.00,-0.16,1.40,2.06,0.43,2.48,1.54,0.00,0.00,0.00
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.09,7.47,10.05,-1.16,0.00
  └─ Profit excl Excep,5.31,8.76,2.38,-10.60,-14.64,-3.42,-2.27,5.94,8.59,5.70
  └─ Profit for PE,5.31,8.60,3.78,-8.54,-14.21,-0.87,-0.73,5.94,8.59,5.70
  └─ Profit for EPS,5.31,8.60,3.78,-8.54,-14.21,-0.85,6.74,15.99,7.43,5.70
  └─ Profit Growth %,,61.96%,-56.05%,-325.93%,-66.39%,93.86%,16.38%,913.70%,44.61%,-33.64%
EPS in Rs,8.43,13.65,6.00,-13.56,-22.55,-1.35,10.70,25.38,11.79,9.05
Dividend Payout %,18.98%,11.72%,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
