Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1062,2326,315,76,75,86,62,69,64,64,58,61
  └─ Sales Growth %,-59.71%,119.01%,-86.45%,-75.79%,-1.86%,14.98%,-27.77%,11.56%,-7.32%,-0.73%,-8.58%,4.83%
Expenses,1098,2282,271,59,59,65,38,112,40,43,40,39
  └─ Material Cost %,94.88%,95.46%,71.49%,28.87%,24.32%,30.54%,13.28%,15.33%,9.72%,8.72%,0.87%,0.00%
    └─ Raw material cost,1368.72,1882.89,46.46,23.62,13.74,15.31,8.12,10.64,6.31,5.64,0.37,0.00
    └─ Change in inventory,-361.01,337.49,178.87,-1.59,4.47,10.99,0.14,0.00,-0.06,-0.07,0.14,0.00
  └─ Manufacturing Cost %,1.80%,1.20%,4.76%,9.72%,15.36%,13.32%,18.50%,12.81%,18.47%,18.52%,22.29%,0.00%
  └─ Employee Cost %,0.56%,0.35%,2.42%,10.18%,11.94%,11.71%,16.85%,15.54%,18.22%,20.38%,23.47%,24.32%
  └─ Other Cost %,6.12%,1.10%,7.37%,28.24%,27.00%,19.52%,11.99%,118.32%,15.30%,19.42%,21.38%,39.23%
Operating Profit,-36,44,44,18,16,21,24,-43,25,21,19,22
OPM %,-3%,2%,14%,23%,21%,25%,39%,-62%,38%,33%,32%,36%
Other Income,88,1,5,16,7,11,2,122,3,14,6,10
  └─ Exceptional items,26.87,-1.07,-0.76,13.24,0.61,2.05,0.00,0.18,-0.13,11.16,0.00,0.00
  └─ Other income normal,61.36,1.67,5.83,2.68,6.23,9.04,2.31,121.98,2.87,3.15,6.42,9.59
Interest,31,36,34,22,19,17,13,11,9,6,5,4
Depreciation,13,11,22,24,22,21,19,17,16,15,17,18
Profit before tax,9,-3,-7,-13,-18,-6,-5,51,3,15,4,11
Tax %,67%,141%,-2%,-34%,-14%,12%,5%,28%,55%,4%,57%,6%
Net Profit,3,-5,-7,-9,-16,-6,-5,37,1,14,2,10
  └─ Profit from Associates,0,1,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,0,0,0,0,-0,0,-0,0,0,0,0
  └─ Exceptional items AT,19,0,-1,13,1,1,0,0,-0,10,0,0
  └─ Profit excl Excep,-16,-6,-6,-21,-16,-8,-5,37,1,4,2,10
  └─ Profit for PE,-16,-6,-6,-21,-16,-8,-5,37,1,4,2,10
  └─ Profit for EPS,3,-5,-7,-9,-16,-6,-5,37,1,14,2,10
  └─ Profit Growth %,-700%,65%,-11%,-236%,24%,52%,31%,799%,-96%,179%,-55%,499%
EPS in Rs,0.15,-0.26,-0.34,-0.42,-0.76,-0.30,-0.26,1.81,0.06,0.62,0.07,0.42
Dividend Payout %,41%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
