Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,115,111,139,240,269,302,324,504,558,565,690,923
  └─ Sales Growth %,,-2.94%,24.30%,,12.02%,12.52%,7.35%,55.52%,10.65%,1.14%,22.22%,33.79%
Expenses,105,109,153,220,241,269,277,422,457,467,600,841
  └─ Material Cost %,56%,51%,52%,48%,45%,46%,46%,43%,43%,46%,50%,53%
    └─ Raw material cost,71,62,69,119,118,133,160,247,216,287,378,481
    └─ Change in inventory,-7,-4,4,-3,2,6,-9,-29,27,-30,-35,8
  └─ Manufacturing Cost %,14%,17%,18%,19%,18%,16%,14%,18%,14%,13%,13%,0%
  └─ Employee Cost %,9%,11%,9%,16%,16%,17%,16%,13%,12%,14%,15%,13%
  └─ Other Cost %,13%,18%,31%,9%,12%,10%,9%,9%,12%,10%,10%,25%
Operating Profit,9,3,-15,19,28,34,48,82,102,97,90,83
OPM %,8%,3%,-11%,8%,10%,11%,15%,16%,18%,17%,13%,9%
Other Income,10,16,15,11,2,4,2,7,6,7,12,10
  └─ Exceptional items,0.00,0.05,0.00,0.00,0.00,0.00,0.12,0.27,-0.07,-0.40,7.63,0.00
  └─ Other income normal,10.14,16.41,14.61,10.63,1.77,4.12,2.23,6.71,5.58,7.80,4.17,9.69
Interest,8,8,13,8,7,9,6,8,15,22,24,19
Depreciation,4,4,5,7,5,8,9,10,14,21,25,31
Profit before tax,8,7,-18,16,18,21,35,71,78,62,53,42
Tax %,47%,28%,4%,-8%,16%,14%,29%,28%,25%,25%,23%,20%
Net Profit,4,5,-19,17,15,18,25,51,58,47,41,34
  └─ Exceptional items AT,0.00,0.03,0.00,0.00,0.00,0.00,0.08,0.19,-0.05,-0.30,5.89,0.00
  └─ Profit excl Excep,4.17,4.97,-19.03,16.83,15.05,18.14,24.85,50.89,58.35,46.89,34.77,33.57
  └─ Profit for PE,4.17,4.97,-19.03,16.83,15.05,18.14,24.85,50.89,58.35,46.89,34.77,33.57
  └─ Profit for EPS,4.17,5.00,-19.03,16.83,15.05,18.14,24.93,51.08,58.30,46.59,40.66,33.57
  └─ Profit Growth %,,19.18%,-482.90%,,-10.58%,20.53%,36.99%,104.79%,14.66%,-19.64%,-25.85%,-3.45%
EPS in Rs,3.42,4.10,-15.61,6.92,6.19,7.46,10.25,21.00,23.97,19.16,16.72,13.80
Dividend Payout %,35%,0%,0%,7%,0%,7%,0%,0%,2%,0%,0%,0%
