Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,876,1195,1400,1555,1277,1267,1742,2354,3463,3406,3863
  └─ Sales Growth %,,36.41%,17.14%,11.06%,-17.85%,-0.76%,37.44%,35.16%,47.07%,-1.65%,13.42%
Expenses,797,1106,1273,1438,1230,1236,1667,2171,3193,3122,3523
  └─ Material Cost %,56%,51%,54%,57%,56%,56%,58%,59%,54%,53%,59%
    └─ Raw material cost,506,621,776,881,704,712,1057,1398,1883,1841,2329
    └─ Change in inventory,-13,-12,-16,0,11,2,-42,-11,-4,-23,-48
  └─ Manufacturing Cost %,11%,16%,15%,15%,16%,17%,16%,15%,16%,16%,0%
  └─ Employee Cost %,12%,17%,16%,15%,18%,17%,15%,12%,14%,14%,13%
  └─ Other Cost %,11%,9%,6%,6%,6%,7%,6%,6%,8%,8%,19%
Operating Profit,79,89,127,117,47,31,75,184,270,284,340
OPM %,9%,7%,9%,8%,4%,2%,4%,8%,8%,8%,9%
Other Income,-2,11,9,10,12,7,52,6,-102,2,12
  └─ Exceptional items,-3.32,-0.64,0.28,0.06,-1.90,0.11,46.88,-11.51,-112.27,-13.23,-3.47
  └─ Other income normal,1.65,11.48,8.59,9.89,14.38,6.76,5.55,17.71,10.13,15.67,15.68
Interest,19,30,34,35,38,28,21,35,68,76,59
Depreciation,41,57,61,66,66,66,81,97,132,132,147
Profit before tax,17,13,40,26,-45,-55,26,58,-32,78,146
Tax %,27%,66%,40%,91%,2%,10%,58%,49%,-269%,52%,26%
Net Profit,13,4,24,2,-46,-61,11,30,55,38,107
  └─ Exceptional items AT,-2,-0,0,0,-2,0,32,-5,-129,-6,-3
  └─ Profit excl Excep,15,4,24,2,-44,-61,-21,35,184,44,110
  └─ Profit for PE,15,4,24,2,-44,-61,-21,35,184,44,110
  └─ Profit for EPS,13,4,24,2,-46,-61,11,30,55,38,107
  └─ Profit Growth %,,-69%,440%,-90%,-1909%,-40%,65%,262%,429%,-76%,150%
EPS in Rs,12.05,4.11,20.87,2.02,-36.26,-41.98,6.55,18.46,33.67,23.15,38.89
Dividend Payout %,37%,146%,58%,420%,0%,0%,0%,0%,0%,35%,41%
