Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,26.81,9.98,1.24,0.00,0.00,45.52,46.91,30.31
  └─ Sales Growth %,,-62.78%,-87.58%,-100.00%,,,3.05%,-35.39%
Expenses,39.44,35.00,2.66,2.74,4.18,42.14,64.35,29.59
  └─ Material Cost %,51%,21%,0%,,,0%,0%,58%
    └─ Raw material cost,8.60,0.77,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
    └─ Change in inventory,4.97,1.29,-0.00,-0.00,-0.00,-0.00,-0.00,17.58
  └─ Manufacturing Cost %,0%,0%,0%,,,80%,72%,0%
  └─ Employee Cost %,9%,28%,126%,,,6%,8%,17%
  └─ Other Cost %,88%,302%,89%,,,6%,56%,23%
Operating Profit,-12.63,-25.02,-1.42,-2.74,-4.18,3.38,-17.44,0.72
OPM %,-47.11%,-250.70%,-114.52%,,,7.43%,-37.18%,2.38%
Other Income,2.23,6.62,22.77,47.03,18.51,41.11,2.83,3.33
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00
  └─ Other income normal,2.23,6.62,22.77,47.03,18.51,41.11,2.75,3.33
Interest,1.33,1.20,4.19,2.35,0.18,5.20,5.81,4.97
Depreciation,0.50,0.36,0.37,0.21,0.13,0.24,0.33,0.57
Profit before tax,-12.23,-19.96,16.79,41.73,14.02,39.05,-20.75,-1.49
Tax %,0.25%,2.05%,0.18%,0.02%,0.71%,0.41%,1.73%,38.26%
Net Profit,-12.26,-20.37,16.76,41.72,13.92,38.89,-21.10,-2.07
  └─ Exceptional items AT,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-12,-20,17,42,14,39,-21,-2
  └─ Profit for PE,-12,-20,17,42,14,39,-21,-2
  └─ Profit for EPS,-12,-20,17,42,14,39,-21,-2
  └─ Profit Growth %,,-66%,182%,149%,-67%,179%,-154%,90%
EPS in Rs,-8.07,-13.41,11.03,27.43,9.15,25.57,-13.87,-1.36
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
