Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1993,4370,4608,5599,6670,7166,7951,9608,11323
  └─ Sales Growth %,,119.21%,5.46%,21.50%,19.12%,7.44%,10.95%,20.85%,17.85%
Expenses,1776,3981,4204,4895,5781,6361,6694,8222,9718
  └─ Material Cost %,-0%,-0%,5%,3%,4%,4%,4%,4%,3%
    └─ Raw material cost,0,0,214,193,263,308,302,359,331
    └─ Change in inventory,-5,-6,-5,-2,2,9,12,11,39
  └─ Manufacturing Cost %,9%,10%,4%,4%,4%,4%,4%,4%,0%
  └─ Employee Cost %,62%,61%,63%,64%,61%,56%,52%,55%,52%
  └─ Other Cost %,18%,20%,20%,16%,18%,24%,25%,23%,31%
Operating Profit,217,389,405,704,889,806,1257,1386,1605
OPM %,11%,9%,9%,13%,13%,11%,16%,14%,14%
Other Income,12,21,36,-53,122,172,48,95,30
  └─ Exceptional items,3,12,27,-65,2,5,0,11,-100
  └─ Other income normal,8,10,9,12,120,166,48,84,130
Interest,28,61,102,107,211,552,627,737,872
Depreciation,44,95,225,249,291,305,302,370,487
Profit before tax,157,254,114,294,508,120,377,374,276
Tax %,-4%,8%,33%,80%,33%,149%,48%,56%,99%
Net Profit,164,235,76,58,339,-59,197,164,2
  └─ Minority share,-88,-170,-144,-154,-207,-94,-239,-213,-140
  └─ Exceptional items AT,3,9,11,-13,1,-3,0,5,0
  └─ Profit excl Excep,161,225,65,71,337,-56,197,160,1
  └─ Profit for PE,74,62,-79,-83,131,-150,-43,-54,-138
  └─ Profit for EPS,76,64,-68,-96,131,-153,-42,-49,-138
  └─ Profit Growth %,,-17%,-228%,-5%,258%,-215%,72%,-27%,-156%
EPS in Rs,,24.20,-25.63,-36.09,49.31,-51.73,-12.83,-14.82,-41.70
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%
