Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,142,144,182,206,149,158,197,229,234,239,297
  └─ Sales Growth %,,1.26%,26.61%,13.33%,-27.75%,6.26%,24.28%,16.44%,1.90%,2.32%,24.22%
Expenses,133,138,169,190,149,154,189,213,221,224,279
  └─ Material Cost %,50%,49%,51%,51%,53%,54%,56%,55%,56%,55%,60%
    └─ Raw material cost,68,72,95,106,75,94,111,125,134,128,185
    └─ Change in inventory,3,-2,-2,-0,4,-8,-0,0,-3,3,-8
  └─ Manufacturing Cost %,17%,22%,20%,21%,21%,20%,20%,20%,21%,21%,0%
  └─ Employee Cost %,16%,16%,13%,13%,18%,16%,13%,12%,12%,12%,10%
  └─ Other Cost %,11%,9%,8%,8%,9%,7%,6%,6%,6%,6%,24%
Operating Profit,9,6,13,17,0,5,8,16,12,15,18
OPM %,6%,4%,7%,8%,0%,3%,4%,7%,5%,6%,6%
Other Income,2,4,5,5,7,5,5,6,9,6,5
  └─ Exceptional items,-0.22,1.07,0.07,0.21,0.31,-0.14,0.14,-0.17,-0.07,0.04,0.00
  └─ Other income normal,2.15,3.40,5.41,4.89,6.28,5.20,4.51,5.97,8.84,6.37,5.36
Interest,0,0,0,0,0,1,1,1,1,1,0
Depreciation,4,4,4,5,6,6,6,7,7,8,8
Profit before tax,6,6,14,16,1,4,6,14,13,12,15
Tax %,34%,29%,21%,31%,-30%,-5%,24%,23%,19%,5%,24%
Net Profit,4,4,11,11,1,4,4,11,10,11,12
  └─ Exceptional items AT,-0.14,0.62,0.05,0.15,0.29,-0.12,0.11,-0.13,-0.06,0.03,0.00
  └─ Profit excl Excep,4.36,3.46,11.10,11.27,0.79,3.94,4.37,11.27,10.24,11.22,11.72
  └─ Profit for PE,4.36,3.46,11.10,11.27,0.79,3.94,4.37,11.27,10.24,11.22,11.72
  └─ Profit for EPS,4.22,4.08,11.15,11.42,1.08,3.82,4.48,11.14,10.18,11.25,11.72
  └─ Profit Growth %,,-20.64%,220.81%,1.53%,-92.99%,398.73%,10.91%,157.89%,-9.14%,9.57%,4.46%
EPS in Rs,11.03,10.67,29.15,29.86,2.82,9.99,11.71,29.12,26.61,29.41,30.64
Dividend Payout %,68%,70%,31%,34%,248%,80%,68%,43%,47%,44%,44%
