Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,492,625,679,685,895,911,985,1041,1273,1280,898,976
  └─ Sales Growth %,9.24%,26.89%,8.74%,0.79%,30.70%,1.78%,8.22%,5.60%,22.31%,0.55%,-29.82%,8.73%
Expenses,456,563,612,623,810,833,893,975,1212,1245,880,973
  └─ Material Cost %,0%,0%,0%,1%,7%,1%,2%,0%,3%,1%,0%,0%
    └─ Raw material cost,0.31,2.95,1.75,18.10,50.00,16.46,16.00,2.48,41.33,12.84,2.66,0.01
    └─ Change in inventory,0.00,0.00,0.00,-9.91,8.49,-3.18,0.73,0.19,-7.33,3.02,-1.27,0.03
  └─ Manufacturing Cost %,0%,0%,0%,0%,0%,0%,0%,0%,2%,2%,2%,0%
  └─ Employee Cost %,68%,64%,69%,69%,62%,66%,67%,69%,64%,62%,54%,50%
  └─ Other Cost %,24%,25%,21%,21%,22%,24%,21%,24%,27%,31%,42%,49%
Operating Profit,36,62,67,61,85,77,92,65,61,35,18,4
OPM %,7%,10%,10%,9%,9%,8%,9%,6%,5%,3%,2%,0%
Other Income,5,2,1,1,-4,5,3,3,6,12,17,15
  └─ Exceptional items,1.63,-0.37,0.00,0.00,-4.55,0.00,0.00,0.00,0.00,0.00,-1.18,-2.30
  └─ Other income normal,3.54,2.58,0.59,0.51,0.70,4.76,2.65,2.98,6.49,11.99,17.74,17.38
Interest,1,1,1,1,1,2,3,3,2,2,3,3
Depreciation,1,1,1,1,1,2,3,7,7,7,5,3
Profit before tax,40,62,66,60,78,78,89,59,58,38,26,13
Tax %,39%,38%,41%,34%,38%,36%,30%,34%,40%,48%,56%,85%
Net Profit,24,38,39,39,48,50,62,39,35,20,12,2
  └─ Exceptional items AT,1,-0,0,0,-3,0,0,0,0,0,-1,-0
  └─ Profit excl Excep,23,39,39,39,52,50,62,39,35,20,12,2
  └─ Profit for PE,23,39,39,39,52,50,62,39,35,20,12,2
  └─ Profit for EPS,24,38,39,39,48,50,62,39,35,20,12,2
  └─ Profit Growth %,-39%,64%,1%,1%,31%,-3%,24%,-37%,-11%,-42%,-38%,-83%
EPS in Rs,8.32,13.02,13.13,13.20,15.74,16.27,20.19,12.69,11.26,6.48,3.82,0.65
Dividend Payout %,-0%,-0%,-0%,-0%,5%,2%,-0%,-0%,-0%,-0%,-0%,-0%
