Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,798,868,1009,1046,1162,1480,1450,1577,1990,2348,2737,2915
  └─ Sales Growth %,1.49%,8.72%,16.22%,3.66%,11.14%,27.32%,-2.05%,8.79%,26.17%,18.01%,16.58%,6.49%
Expenses,750,810,935,966,1053,1342,1243,1361,1731,2072,2440,2705
  └─ Material Cost %,65%,65%,69%,65%,63%,65%,62%,60%,63%,62%,63%,64%
    └─ Raw material cost,528,553,722,652,737,967,898,971,1252,1465,1743,1939
    └─ Change in inventory,-6,11,-28,23,-5,-11,-6,-23,-7,-6,-17,-85
  └─ Manufacturing Cost %,2%,2%,2%,6%,5%,6%,5%,6%,5%,5%,6%,0%
  └─ Employee Cost %,12%,13%,12%,13%,13%,12%,12%,13%,12%,13%,13%,14%
  └─ Other Cost %,14%,13%,10%,9%,9%,8%,7%,8%,7%,8%,8%,15%
Operating Profit,49,58,74,80,109,138,207,216,258,275,297,210
OPM %,6%,7%,7%,8%,9%,9%,14%,14%,13%,12%,11%,7%
Other Income,4,7,12,21,34,36,31,42,42,45,49,71
  └─ Exceptional items,0,0,0,0,-0,-0,-3,0,-0,0,0,-17
  └─ Other income normal,4,6,12,21,34,36,33,42,42,45,49,88
Interest,17,17,21,22,21,19,15,13,12,15,17,24
Depreciation,12,13,12,13,20,24,28,28,29,36,44,63
Profit before tax,24,35,54,66,102,131,195,217,259,269,285,195
Tax %,52%,51%,46%,40%,35%,28%,27%,26%,25%,27%,27%,27%
Net Profit,11,17,29,40,66,94,143,162,195,195,208,143
  └─ Profit from Associates,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,-2,-2,2,0,-1,-1,1,1,2,1,-0,-1
  └─ Exceptional items AT,0,0,0,0,-0,-0,-2,0,-0,0,0,-12
  └─ Profit excl Excep,11,17,29,40,66,94,145,162,195,195,208,155
  └─ Profit for PE,10,15,30,40,65,94,146,163,197,196,208,154
  └─ Profit for EPS,10,15,30,40,65,94,144,163,197,196,208,143
  └─ Profit Growth %,114%,57%,99%,32%,63%,43%,56%,12%,21%,-1%,6%,-26%
EPS in Rs,0.67,1.05,2.07,2.74,4.45,6.38,9.81,11.10,13.41,13.37,14.17,9.73
Dividend Payout %,43%,28%,16%,12%,10%,9%,10%,9%,9%,11%,10%,12%
