Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,540,320,372,149,207,216,398,420,512,617,828,997
  └─ Sales Growth %,,-40.82%,16.22%,-59.92%,39.24%,4.25%,84.02%,5.53%,21.99%,20.47%,34.19%,20.37%
Expenses,335,284,355,209,198,793,356,310,349,478,587,647
  └─ Manufacturing Cost %,48%,72%,75%,66%,69%,55%,61%,55%,49%,52%,59%,0%
  └─ Employee Cost %,10%,12%,12%,18%,16%,21%,17%,16%,14%,12%,11%,9%
  └─ Other Cost %,4%,5%,9%,56%,10%,290%,12%,3%,6%,13%,2%,56%
Operating Profit,205,36,17,-60,10,-577,42,110,163,139,241,349
OPM %,38%,11%,5%,-40%,5%,-267%,11%,26%,32%,23%,29%,35%
Other Income,42,127,89,56,81,34,8,32,47,29,131,80
  └─ Exceptional items,25,11,7,13,3,1,0,0,1,1,4,-4
  └─ Other income normal,17,116,82,43,79,33,8,32,45,28,127,84
Interest,12,2,10,4,14,14,16,12,11,15,19,8
Depreciation,84,15,9,9,9,26,32,43,63,64,89,151
Profit before tax,152,146,86,-17,69,-583,2,87,136,89,263,270
Tax %,17%,12%,8%,-51%,0%,1%,416%,26%,29%,42%,18%,22%
Net Profit,125,129,80,-8,68,-591,-6,64,97,51,216,211
  └─ Exceptional items AT,21,9,7,13,2,1,-0,0,1,0,3,-3
  └─ Profit excl Excep,104,120,73,-21,66,-592,-6,64,96,51,213,214
  └─ Profit for PE,104,120,73,-21,66,-592,-6,64,96,51,213,214
  └─ Profit for EPS,125,129,80,-8,68,-591,-6,64,97,51,216,211
  └─ Profit Growth %,,14%,-39%,-129%,414%,-999%,99%,1265%,49%,-47%,319%,0%
EPS in Rs,43.19,44.52,27.52,-2.87,23.54,-203.82,-2.03,22.25,33.43,17.65,74.50,72.67
Dividend Payout %,1%,1%,2%,-17%,2%,-0%,-25%,2%,2%,3%,1%,1%
