Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1672,1584,1407,1415,2050,2128,963,955,1236,2185,2014,3740
  └─ Sales Growth %,28%,-5%,-11%,1%,45%,4%,-55%,-1%,29%,77%,-8%,86%
Expenses,1287,1244,998,1110,1612,1681,681,746,1006,1730,1723,3049
  └─ Material Cost %,46%,47%,-66%,17%,39%,43%,5%,-26%,-27%,-3%,-18%,2%
    └─ Raw material cost,889,963,155,460,564,174,382,324,675,525,1581,1577
    └─ Change in inventory,-115,-226,-1088,-215,245,736,-335,-571,-1005,-600,-1942,-1499
  └─ Manufacturing Cost %,11%,12%,118%,40%,21%,19%,38%,64%,67%,53%,65%,0%
  └─ Employee Cost %,7%,7%,7%,7%,6%,7%,12%,14%,14%,10%,15%,8%
  └─ Other Cost %,12%,13%,12%,13%,12%,11%,16%,26%,28%,19%,24%,71%
Operating Profit,386,340,409,305,439,447,282,208,230,456,291,691
OPM %,23%,21%,29%,22%,21%,21%,29%,22%,19%,21%,14%,18%
Other Income,18,47,68,90,76,59,93,427,203,75,86,107
  └─ Exceptional items,13,2,13,1,0,0,0,7,64,0,2,0
  └─ Other income normal,5,45,55,89,76,59,93,420,138,74,85,107
Interest,233,243,290,251,328,343,357,332,360,434,555,679
Depreciation,15,16,16,15,15,23,20,18,17,28,35,42
Profit before tax,156,128,171,129,172,140,-2,286,55,68,-212,77
Tax %,15%,34%,25%,29%,33%,37%,82%,48%,-20%,38%,-14%,26%
Net Profit,133,83,129,91,114,88,-4,148,67,42,-183,57
  └─ Profit from Associates,0,-1,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,0,0,0,0,0,-0,0,-0,0,3,7
  └─ Exceptional items AT,9,1,9,0,0,0,0,4,8,-0,2,0
  └─ Profit excl Excep,124,82,119,91,114,88,-4,144,59,42,-185,57
  └─ Profit for PE,124,82,119,91,114,88,-4,144,59,42,-182,64
  └─ Profit for EPS,133,83,129,91,114,88,-4,148,66,42,-180,64
  └─ Profit Growth %,-22%,-34%,47%,-24%,25%,-23%,-104%,3730%,-59%,-28%,-529%,135%
EPS in Rs,5.60,3.49,5.44,3.85,4.82,3.73,-0.17,6.22,2.80,1.78,-7.59,2.69
Dividend Payout %,28%,22%,41%,42%,21%,0%,0%,80%,36%,354%,0%,0%
