Metric,Mar 2006,Mar 2007,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,16,23,78,105,154,224,249,223
  └─ Sales Growth %,,40.42%,,35.09%,47.17%,45.27%,11.04%,-10.54%
Expenses,14,18,56,78,108,143,157,175
  └─ Material Cost %,56.79%,49.80%,34.74%,44.68%,40.91%,34.35%,25.66%,29.35%
    └─ Raw material cost,9,10,27,51,77,78,84,79
    └─ Change in inventory,-0,1,0,-4,-14,-1,-20,-13
  └─ Manufacturing Cost %,10.66%,10.29%,12.10%,7.88%,8.91%,7.85%,9.32%,14.34%
  └─ Employee Cost %,14.14%,13.11%,13.43%,12.68%,11.54%,15.92%,21.71%,22.82%
  └─ Other Cost %,6.08%,4.99%,11.20%,9.38%,8.33%,5.42%,6.17%,11.85%
Operating Profit,2,5,22,27,47,82,92,48
OPM %,12%,22%,29%,25%,30%,36%,37%,22%
Other Income,0,0,1,1,0,1,2,2
  └─ Exceptional items,0.00,-0.03,0.00,0.00,0.00,0.00,0.00,-0.36
  └─ Other income normal,0.39,0.22,0.87,1.37,0.48,1.42,1.79,2.47
Interest,1,1,2,2,5,4,3,6
Depreciation,1,1,3,4,6,8,12,20
Profit before tax,1,3,18,22,37,72,79,25
Tax %,10%,34%,17%,20%,27%,27%,29%,39%
Net Profit,1,2,15,18,27,53,56,15
  └─ Exceptional items AT,0,-0,0,0,0,0,0,-0
  └─ Profit excl Excep,1,2,15,18,27,53,56,15
  └─ Profit for PE,1,2,15,18,27,53,56,15
  └─ Profit for EPS,1,2,15,18,27,53,56,15
  └─ Profit Growth %,,123%,,17%,49%,96%,7%,-73%
EPS in Rs,0.03,0.06,0.58,0.68,1.02,2.00,2.13,0.56
Dividend Payout %,0%,24%,11%,9%,6%,9%,9%,35%
