Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,390,582,960,1277,1424,1839,2281,3384
  └─ Sales Growth %,,49.23%,64.99%,33.05%,11.48%,29.13%,24.09%,48.35%
Expenses,382,570,948,1266,1395,1802,2236,3323
  └─ Material Cost %,95%,94%,94%,96%,94%,96%,97%,97%
    └─ Raw material cost,379,547,911,1250,1330,1817,2207,3333
    └─ Change in inventory,-9,-0,-6,-26,11,-51,-4,-46
  └─ Manufacturing Cost %,1%,2%,1%,1%,1%,0%,0%,0%
  └─ Employee Cost %,1%,1%,1%,1%,1%,0%,0%,0%
  └─ Other Cost %,1%,2%,3%,1%,2%,1%,1%,1%
Operating Profit,8,11,12,11,29,37,45,61
OPM %,2%,2%,1%,1%,2%,2%,2%,2%
Other Income,0,2,5,8,5,15,19,27
  └─ Exceptional items,0.01,0.03,0.13,2.20,-0.43,1.01,-2.31,10.64
  └─ Other income normal,0.11,2.29,4.69,5.92,5.12,13.82,21.44,16.25
Interest,3,8,8,11,15,26,30,31
Depreciation,1,3,3,4,3,3,2,2
Profit before tax,3,3,6,4,16,23,31,55
Tax %,28%,20%,20%,20%,21%,11%,27%,17%
Net Profit,2,2,5,4,13,20,23,45
  └─ Profit from Associates,-0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Minority share,0.00,0.67,1.05,0.69,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,0.01,0.02,0.09,1.24,-0.34,0.90,-1.70,8.81
  └─ Profit excl Excep,2.32,2.45,4.65,2.37,13.04,19.31,24.80,36.41
  └─ Profit for PE,2.32,3.12,5.70,3.06,13.04,19.31,24.80,36.41
  └─ Profit for EPS,2.33,3.14,5.79,4.30,12.70,20.21,23.10,45.22
  └─ Profit Growth %,,34.48%,82.69%,-46.32%,326.14%,48.08%,28.43%,46.81%
EPS in Rs,0.58,0.11,0.20,0.14,0.40,0.61,0.70,1.37
Dividend Payout %,2%,51%,43%,61%,2%,1%,1%,1%
