Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,6793,6839,7150,8697,10392,11708,12846,13814
  └─ Sales Growth %,,0.68%,4.54%,21.64%,19.49%,12.67%,9.72%,7.53%
Expenses,5838,5741,6033,7666,8945,10046,11225,12317
  └─ Material Cost %,68%,65%,66%,70%,67%,67%,68%,68%
    └─ Raw material cost,4773,4395,4813,6443,6946,8051,8843,9604
    └─ Change in inventory,-129,52,-68,-322,52,-192,-164,-228
  └─ Manufacturing Cost %,5%,5%,5%,5%,5%,4%,5%,0%
  └─ Employee Cost %,5%,6%,6%,6%,6%,6%,6%,7%
  └─ Other Cost %,7%,8%,7%,7%,7%,8%,9%,14%
Operating Profit,955,1099,1117,1031,1447,1662,1622,1497
OPM %,14%,16%,16%,12%,14%,14%,13%,11%
Other Income,43,55,86,71,29,106,222,361
  └─ Exceptional items,2,17,13,5,-49,21,136,255
  └─ Other income normal,41,38,73,66,78,85,86,106
Interest,7,12,11,15,30,34,44,45
Depreciation,261,301,319,396,450,484,526,607
Profit before tax,730,841,873,691,997,1250,1273,1207
Tax %,34%,21%,26%,26%,27%,25%,26%,26%
Net Profit,483,661,647,513,731,934,945,896
  └─ Exceptional items AT,1,12,10,3,-36,16,101,187
  └─ Profit excl Excep,482,648,637,509,767,919,844,708
  └─ Profit for PE,482,648,637,509,767,919,844,708
  └─ Profit for EPS,483,661,647,513,731,934,945,896
  └─ Profit Growth %,,35%,-2%,-20%,51%,20%,-8%,-16%
EPS in Rs,28.29,38.69,37.87,30.01,42.79,51.05,51.61,48.94
Dividend Payout %,25%,28%,29%,15%,14%,19%,20%,22%
