Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012
Sales,40,53,56,52,56,50,54
  └─ Sales Growth %,,31.25%,6.07%,-7.32%,8.28%,-11.07%,9.06%
Expenses,39,86,53,51,54,53,60
  └─ Material Cost %,64%,67%,67%,66%,60%,65%,75%
    └─ Raw material cost,26.49,36.55,37.04,32.45,37.82,31.60,38.35
    └─ Change in inventory,-0.93,-1.44,0.16,1.77,-4.28,0.95,2.29
  └─ Manufacturing Cost %,7%,7%,6%,6%,7%,8%,6%
  └─ Employee Cost %,18%,20%,14%,16%,19%,50%,17%
  └─ Other Cost %,8%,70%,8%,11%,10%,-18%,12%
Operating Profit,1,-33,3,1,3,-3,-6
OPM %,3%,-63%,6%,1%,5%,-6%,-11%
Other Income,1,65,1,2,1,-13,42
  └─ Exceptional items,-0.03,31.82,0.02,0.18,0.07,-13.36,41.89
  └─ Other income normal,1.46,33.42,1.37,2.18,1.22,0.42,0.54
Interest,0,0,0,0,1,3,4
Depreciation,0,0,1,1,2,3,2
Profit before tax,2,31,4,2,1,-22,30
Tax %,35%,14%,33%,37%,31%,-2%,32%
Net Profit,1,27,2,1,1,-21,20
  └─ Exceptional items AT,-0.02,27.61,0.02,0.12,0.05,-13.36,32.21
  └─ Profit excl Excep,1.35,-0.77,2.40,1.18,0.65,-7.85,-11.74
  └─ Profit for PE,1.35,-0.77,2.40,1.18,0.65,-7.85,-11.74
  └─ Profit for EPS,1.33,26.84,2.42,1.30,0.70,-21.21,20.47
  └─ Profit Growth %,,-157.04%,411.69%,-50.83%,-44.92%,-1307.69%,-49.55%
EPS in Rs,3.60,72.62,6.55,3.52,1.89,-57.39,55.38
Dividend Payout %,125%,30%,69%,28%,53%,-0%,-0%
