Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0.00,0.19,18.48,21.06,20.08,45.00
  └─ Sales Growth %,,,9626%,14%,-5%,124%
Expenses,0.27,0.40,17.75,20.29,19.00,45.47
  └─ Material Cost %,,0%,94%,95%,89%,100%
    └─ Raw material cost,0.00,0.00,17.31,19.92,17.97,44.78
  └─ Employee Cost %,,32%,0%,0%,0%,0%
  └─ Other Cost %,,179%,2%,2%,5%,1%
Operating Profit,-0.27,-0.21,0.73,0.77,1.08,-0.47
OPM %,,-110.53%,3.95%,3.66%,5.38%,-1.04%
Other Income,1.95,1.95,2.06,2.89,3.27,4.99
  └─ Other income normal,1.95,1.95,2.06,2.89,3.27,4.99
Interest,0.17,0.02,0.01,0.11,0.18,0.29
Depreciation,0.00,0.00,0.00,0.12,0.09,0.14
Profit before tax,1.51,1.72,2.78,3.43,4.08,4.09
Tax %,9.93%,9.30%,11.51%,7.87%,9.56%,1.47%
Net Profit,1.36,1.57,2.46,3.17,3.69,4.03
  └─ Profit excl Excep,1.36,1.57,2.46,3.17,3.69,4.03
  └─ Profit for PE,1.36,1.57,2.46,3.17,3.69,4.03
  └─ Profit for EPS,1.36,1.57,2.46,3.17,3.69,4.03
  └─ Profit Growth %,,15.44%,56.69%,28.86%,16.40%,9.21%
EPS in Rs,1.77,2.04,3.20,4.13,3.58,3.70
Dividend Payout %,0.00%,0.00%,15.61%,4.85%,6.99%,8.10%
