Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,555,424,555,618,952,2336,5050
  └─ Sales Growth %,,-24%,31%,11%,54%,145%,116%
Expenses,451,312,451,562,832,1614,3316
  └─ Material Cost %,67%,59%,72%,81%,79%,60%,55%
    └─ Raw material cost,374,251,402,506,771,1518,3412
    └─ Change in inventory,-0,-0,-0,-4,-16,-116,-636
  └─ Manufacturing Cost %,2%,3%,3%,2%,2%,2%,0%
  └─ Employee Cost %,6%,6%,4%,3%,3%,3%,3%
  └─ Other Cost %,6%,5%,2%,5%,4%,4%,8%
Operating Profit,105,113,104,56,120,722,1734
OPM %,19%,27%,19%,9%,13%,31%,34%
Other Income,9,2,12,26,3,25,54
  └─ Exceptional items,-0,0,7,-0,0,0,-0
  └─ Other income normal,9,2,4,26,2,25,54
Interest,65,62,49,28,34,108,155
Depreciation,39,52,42,43,42,156,296
Profit before tax,9,1,25,12,48,483,1338
Tax %,-44%,-1064%,49%,23%,39%,24%,19%
Net Profit,14,9,13,9,29,369,1082
  └─ Minority share,-0,-0,1,-0,-0,-0,-0
  └─ Exceptional items AT,-0,-0,4,-0,0,0,-0
  └─ Profit excl Excep,14,9,9,9,29,369,1082
  └─ Profit for PE,14,9,10,9,29,369,1082
  └─ Profit for EPS,14,9,14,9,29,369,1082
  └─ Profit Growth %,,-31%,5%,-9%,223%,1178%,193%
EPS in Rs,12.61,8.63,12.62,8.28,26.78,68.39,15.62
Dividend Payout %,0%,0%,0%,0%,0%,0%,6%
