Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Sales,0.42,1.98,6.27,26.60,32.23,61.69,34.70,20.24
  └─ Sales Growth %,,371.43%,216.67%,324.24%,21.17%,91.41%,-43.75%,-41.67%
Expenses,0.39,1.62,5.66,25.33,29.34,58.27,18.88,11.91
  └─ Material Cost %,0.00%,36.87%,76.56%,90.71%,85.29%,91.10%,43.89%,36.91%
    └─ Raw material cost,0.00,0.10,5.07,24.13,27.49,59.26,21.23,0.00
    └─ Change in inventory,0.00,0.63,-0.27,0.00,0.00,-3.06,-6.00,7.47
  └─ Manufacturing Cost %,4.76%,1.52%,0.32%,0.08%,0.00%,0.03%,0.26%,0.15%
  └─ Employee Cost %,40.48%,16.67%,3.67%,1.65%,1.68%,0.91%,3.78%,14.58%
  └─ Other Cost %,47.62%,26.77%,9.73%,2.78%,4.06%,2.42%,6.48%,7.21%
Operating Profit,0.03,0.36,0.61,1.27,2.89,3.42,15.82,8.33
OPM %,7.14%,18.18%,9.73%,4.77%,8.97%,5.54%,45.59%,41.16%
Other Income,0.00,0.00,-0.36,0.00,0.00,0.26,0.42,0.02
  └─ Exceptional items,0.00,0.00,-0.36,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.00,0.00,0.00,0.00,0.00,0.26,0.42,0.02
Interest,0.00,0.01,0.04,0.16,0.46,0.43,11.26,14.96
Depreciation,0.00,0.05,0.08,0.21,0.19,0.26,0.51,0.43
Profit before tax,0.03,0.30,0.13,0.90,2.24,2.99,4.47,-7.04
Tax %,33.33%,20.00%,61.54%,73.33%,54.91%,60.54%,34.23%,0.43%
Net Profit,0.03,0.24,0.05,0.24,1.01,1.18,2.95,-7.07
  └─ Minority share,0,0,-0,0,0,0,0,0
  └─ Exceptional items AT,0,0,-0,0,0,0,0,0
  └─ Profit excl Excep,0,0,0,0,1,1,3,-7
  └─ Profit for PE,0,0,0,0,1,1,3,-7
  └─ Profit for EPS,0,0,0,0,1,1,3,-7
  └─ Profit Growth %,,700%,37%,-27%,321%,17%,150%,-340%
EPS in Rs,0.00,0.00,0.00,0.00,0.02,0.02,0.05,-0.11
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,5.99%,0.00%,0.00%
