Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,41.71,41.08,53.08,55.07,59.86,81.72,83.45,105.84,76.52,63.60,75.27
  └─ Sales Growth %,,-1.51%,29.21%,3.75%,8.70%,36.52%,2.12%,26.83%,-27.70%,-16.88%,18.35%
Expenses,38.48,37.98,49.97,52.16,58.05,65.00,76.05,94.99,82.39,70.00,77.44
  └─ Material Cost %,9%,12%,14%,17%,22%,22%,26%,26%,25%,10%,11%
    └─ Raw material cost,5.09,5.10,6.28,9.83,11.94,18.98,22.90,28.61,16.73,7.16,6.81
    └─ Change in inventory,-1.14,-0.21,1.33,-0.71,1.16,-0.74,-0.94,-1.06,2.44,-1.07,1.40
  └─ Manufacturing Cost %,21%,20%,20%,20%,18%,13%,14%,16%,19%,24%,12%
  └─ Employee Cost %,42%,48%,48%,47%,47%,37%,43%,40%,54%,66%,61%
  └─ Other Cost %,19%,13%,12%,11%,10%,7%,8%,8%,10%,11%,19%
Operating Profit,3.23,3.10,3.11,2.91,1.81,16.72,7.40,10.85,-5.87,-6.40,-2.17
OPM %,7.74%,7.55%,5.86%,5.28%,3.02%,20.46%,8.87%,10.25%,-7.67%,-10.06%,-2.88%
Other Income,1.07,2.50,3.36,7.67,1.55,-0.19,2.59,2.53,2.36,4.63,1.67
  └─ Exceptional items,-0.03,0.01,0.02,-0.02,-3.22,-1.26,-8.85,2.02,0.65,-0.03,0.00
  └─ Other income normal,1.10,2.49,3.34,7.69,4.77,1.07,11.44,0.51,1.71,4.66,1.67
Interest,0.78,1.05,4.23,4.81,4.51,4.26,3.27,2.38,1.91,3.48,4.31
Depreciation,1.13,1.29,1.69,1.93,2.14,2.29,2.45,2.64,2.68,2.63,2.68
Profit before tax,2.39,3.26,0.55,3.84,-3.29,9.98,4.27,8.36,-8.10,-7.88,-7.49
Tax %,21.34%,38.34%,45.45%,6.77%,-63.22%,-6.11%,11.01%,-4.55%,9.14%,5.84%,-27.10%
Net Profit,1.87,2.02,0.30,3.58,-1.20,10.59,3.80,8.74,-8.84,-8.34,-5.46
  └─ Exceptional items AT,-0.03,0.00,0.01,0.01,-3.02,-1.17,-7.48,1.84,0.65,-0.03,0.00
  └─ Profit excl Excep,1.90,2.02,0.29,3.57,1.82,11.76,11.28,6.90,-9.49,-8.31,-5.46
  └─ Profit for PE,1.90,2.02,0.29,3.57,1.82,11.76,11.28,6.90,-9.49,-8.31,-5.46
  └─ Profit for EPS,1.87,2.02,0.30,3.58,-1.20,10.59,3.80,8.74,-8.84,-8.34,-5.46
  └─ Profit Growth %,,6.32%,-85.64%,1131.03%,-49.02%,546.15%,-4.08%,-38.83%,-237.54%,12.43%,34.30%
EPS in Rs,3.67,3.96,0.59,6.99,-2.34,20.67,7.42,17.06,-17.26,-16.28,-10.66
Dividend Payout %,45.72%,21.16%,170.67%,0.00%,0.00%,4.83%,13.47%,5.86%,0.00%,0.00%,0.00%
