Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,361,630,577,828,728,934,1090,1196
  └─ Sales Growth %,,74.16%,-8.31%,43.42%,-12.01%,28.26%,16.67%,9.70%
Expenses,304,545,495,682,662,795,920,1027
  └─ Material Cost %,26.95%,35.31%,42.15%,37.19%,47.10%,40.66%,37.29%,39.56%
    └─ Raw material cost,114,230,206,360,370,477,479,491
    └─ Change in inventory,-17,-8,37,-52,-27,-97,-73,-18
  └─ Manufacturing Cost %,20.63%,15.24%,11.68%,17.62%,14.87%,16.75%,17.58%,0.00%
  └─ Employee Cost %,17.92%,17.00%,18.31%,12.52%,8.95%,9.38%,10.46%,10.46%
  └─ Other Cost %,18.50%,18.97%,13.60%,15.03%,19.93%,18.33%,19.07%,35.87%
Operating Profit,58,85,82,146,67,139,170,169
OPM %,16%,13%,14%,18%,9%,15%,16%,14%
Other Income,11,3,17,11,29,12,27,26
  └─ Exceptional items,-2.16,-6.76,3.20,-11.61,25.16,0.19,13.31,-4.05
  └─ Other income normal,13.57,9.30,13.61,22.57,4.22,11.34,13.71,29.63
Interest,10,6,2,1,3,9,13,7
Depreciation,26,38,35,34,28,54,81,87
Profit before tax,33,44,61,122,66,88,103,101
Tax %,25%,19%,31%,30%,21%,25%,28%,26%
Net Profit,25,35,42,85,52,66,74,75
  └─ Minority share,0,0,-0,-2,0,0,0,0
  └─ Exceptional items AT,-2,-5,2,-8,20,0,10,-3
  └─ Profit excl Excep,27,41,40,93,32,66,65,78
  └─ Profit for PE,27,41,40,92,32,66,65,78
  └─ Profit for EPS,25,36,42,84,52,66,74,75
  └─ Profit Growth %,,54%,-3%,130%,-65%,104%,-2%,20%
EPS in Rs,0.98,3.13,3.69,7.33,4.53,5.75,6.21,6.24
Dividend Payout %,0%,0%,27%,0%,0%,0%,0%,0%
