Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,6475,6232,6222,7220,8299,9014,8918
  └─ Sales Growth %,,-3.74%,-0.17%,16.05%,14.93%,8.62%,-1.06%
Interest,4444,4049,3731,4035,5000,5703,5799
Expenses,2706,2993,2677,2651,2983,2854,2863
  └─ Manufacturing Cost %,0.70%,0.82%,0.93%,0.98%,1.21%,1.62%,0.00%
  └─ Employee Cost %,13.89%,14.68%,16.38%,14.93%,16.70%,17.26%,14.67%
  └─ Other Cost %,27.21%,32.52%,25.72%,20.79%,18.03%,12.78%,17.44%
Financing Profit,-676,-810,-186,534,316,457,255
Financing Margin %,-10%,-13%,-3%,7%,4%,5%,3%
Other Income,1262,1495,954,993,1319,1270,1403
  └─ Exceptional items,-1,-2,-1,-0,0,-0,0
  └─ Other income normal,1262,1497,955,993,1319,1270,1403
Depreciation,64,74,74,86,72,85,0
Profit before tax,522,612,694,1440,1563,1641,1658
Tax %,17%,21%,27%,18%,16%,22%,21%
Net Profit,432,482,508,1180,1307,1273,1311
  └─ Exceptional items AT,-0,-1,-1,-0,0,-0,0
  └─ Profit excl Excep,432,484,509,1180,1306,1273,1311
  └─ Profit for PE,432,484,509,1180,1306,1273,1311
  └─ Profit for EPS,432,482,508,1180,1307,1273,1311
  └─ Profit Growth %,,12%,5%,132%,11%,-3%,3%
EPS in Rs,13.89,15.52,16.33,37.77,34.64,33.68,34.66
Dividend Payout %,0%,12%,24%,13%,16%,15%,14%
