Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012
Sales,39.92,35.62,46.65,52.86,56.81,69.90,80.82
  └─ Sales Growth %,,-10.77%,30.97%,13.31%,7.47%,23.04%,15.62%
Expenses,39.21,36.93,46.14,54.78,53.61,66.96,76.58
  └─ Material Cost %,52%,55%,61%,59%,61%,61%,61%
    └─ Raw material cost,23,23,30,33,32,44,56
    └─ Change in inventory,-2,-3,-2,-2,2,-2,-6
  └─ Manufacturing Cost %,16%,16%,14%,14%,12%,11%,10%
  └─ Employee Cost %,16%,16%,13%,14%,12%,11%,10%
  └─ Other Cost %,14%,17%,11%,17%,9%,13%,14%
Operating Profit,0.71,-1.31,0.51,-1.92,3.20,2.94,4.24
OPM %,1.78%,-3.68%,1.09%,-3.63%,5.63%,4.21%,5.25%
Other Income,0.45,2.58,2.60,1.34,2.44,0.29,6.17
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.01,5.99
  └─ Other income normal,0.45,2.58,2.60,1.34,2.44,0.28,0.18
Interest,1.93,2.77,3.10,3.22,3.28,3.35,2.72
Depreciation,1.50,1.33,1.34,1.55,1.35,1.19,1.14
Profit before tax,-2.27,-2.83,-1.33,-5.35,1.01,-1.31,6.55
Tax %,5.73%,5.30%,3.01%,-3.55%,65.35%,34.35%,-26.11%
Net Profit,-2.40,-2.98,-1.37,-5.16,0.35,-1.76,8.26
  └─ Exceptional items AT,0,0,0,0,0,0,6
  └─ Profit excl Excep,-2,-3,-1,-5,0,-2,2
  └─ Profit for PE,-2,-3,-1,-5,0,-2,2
  └─ Profit for EPS,-2,-3,-1,-5,0,-2,8
  └─ Profit Growth %,,-24%,54%,-277%,107%,-606%,228%
EPS in Rs,-5.77,-7.16,-3.29,-12.40,0.84,-4.23,19.85
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
