Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,117.80,66.38,104.38,186.34,221.03,183.58,132.69,87.01
  └─ Sales Growth %,,-43.65%,57.25%,78.52%,18.62%,-16.94%,-27.72%,-34.43%
Expenses,114.81,65.94,101.70,183.08,217.73,180.63,130.55,86.78
  └─ Material Cost %,85%,90%,94%,94%,93%,93%,94%,92%
    └─ Raw material cost,103,52,98,175,215,167,124,75
    └─ Change in inventory,-3,8,-0,-0,-8,4,-0,5
  └─ Manufacturing Cost %,0%,3%,1%,1%,1%,2%,1%,0%
  └─ Employee Cost %,1%,2%,1%,1%,1%,1%,1%,1%
  └─ Other Cost %,12%,4%,2%,3%,3%,3%,2%,7%
Operating Profit,2.99,0.44,2.68,3.26,3.30,2.95,2.14,0.23
OPM %,2.54%,0.66%,2.57%,1.75%,1.49%,1.61%,1.61%,0.26%
Other Income,0.61,3.23,0.20,0.46,1.11,0.70,0.27,1.11
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,-0.11,-0.01,0.00
  └─ Other income normal,0.61,3.23,0.20,0.46,1.11,0.81,0.28,1.11
Interest,1.60,1.58,0.94,1.14,1.25,1.47,1.18,0.76
Depreciation,0.49,0.58,0.17,0.16,0.18,0.21,0.16,0.11
Profit before tax,1.51,1.51,1.77,2.42,2.98,1.97,1.07,0.47
Tax %,28.48%,28.48%,23.16%,19.83%,17.11%,22.34%,19.63%,23.40%
Net Profit,1.08,1.09,1.37,1.94,2.48,1.54,0.85,0.36
  └─ Minority share,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,-0,0,0
  └─ Profit excl Excep,1,1,1,2,2,2,1,0
  └─ Profit for PE,1,1,1,2,3,2,1,0
  └─ Profit for EPS,1,1,1,2,3,2,1,0
  └─ Profit Growth %,,1%,26%,42%,32%,-34%,-50%,-58%
EPS in Rs,0.34,0.34,0.43,0.61,0.81,0.51,0.27,0.11
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
