Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,150,92,137,162,194,239,278
  └─ Sales Growth %,,-38.44%,48.42%,18.12%,19.75%,23.53%,16.21%
Expenses,146,88,130,152,169,196,234
  └─ Material Cost %,25.36%,31.94%,28.98%,25.86%,1.07%,8.37%,29.58%
    └─ Raw material cost,38,29,41,41,4,19,83
    └─ Change in inventory,0,0,-1,1,-2,1,-0
  └─ Manufacturing Cost %,5.82%,3.37%,7.95%,5.62%,31.92%,23.33%,0.00%
  └─ Employee Cost %,42.81%,34.84%,38.79%,40.43%,36.94%,35.95%,36.75%
  └─ Other Cost %,23.70%,25.24%,19.42%,22.30%,17.47%,14.51%,18.06%
Operating Profit,3,4,7,9,24,43,43
OPM %,2%,5%,5%,6%,13%,18%,16%
Other Income,2,0,-10,2,0,10,3
  └─ Exceptional items,-1.46,-4.17,-11.56,-0.68,-1.60,6.32,-5.78
  └─ Other income normal,3.46,4.44,1.23,2.21,1.62,3.34,8.55
Interest,3,3,4,4,6,6,1
Depreciation,7,6,8,11,12,15,16
Profit before tax,-4,-4,-16,-5,7,31,29
Tax %,5%,8%,15%,4%,-136%,21%,9%
Net Profit,-5,-5,-19,-4,25,32,29
  └─ Profit from Associates,-0.47,-0.12,-0.15,0.60,8.89,7.17,2.49
  └─ Minority share,0.05,0.06,0.31,0.19,-0.45,-0.06,0.06
  └─ Exceptional items AT,-1.38,-3.83,-9.53,-0.35,0.00,5.59,-4.46
  └─ Profit excl Excep,-3.44,-1.04,-9.15,-3.81,25.23,26.24,33.38
  └─ Profit for PE,-3.40,-1.03,-9.00,-3.64,24.78,26.19,33.44
  └─ Profit for EPS,-4.77,-4.81,-18.37,-3.97,24.78,31.77,28.98
  └─ Profit Growth %,,69.83%,-776.00%,59.59%,781.52%,5.69%,27.68%
EPS in Rs,-154.92,-156.22,-596.62,-128.94,804.81,5.78,5.27
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%
