Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Sales,17.14,26.89,31.71,31.47,19.44,18.98,32.62,40.30,34.70,41.88,25.28,31.66
  └─ Sales Growth %,,56.88%,17.92%,-0.76%,-38.23%,-2.37%,71.87%,23.54%,-13.90%,20.69%,-39.64%,25.24%
Expenses,6.71,10.26,14.92,17.87,13.34,12.28,19.39,28.39,28.46,28.90,26.54,23.41
  └─ Material Cost %,-2%,-1%,-1%,-0%,-2%,-1%,-1%,-1%,0%,-0%,0%,0%
    └─ Change in inventory,-0.31,-0.20,-0.36,-0.07,-0.37,-0.13,-0.22,-0.45,0.16,-0.10,0.00,0.00
  └─ Manufacturing Cost %,18%,19%,24%,32%,29%,25%,27%,41%,56%,49%,79%,55%
  └─ Employee Cost %,10%,11%,11%,15%,28%,26%,15%,10%,13%,10%,13%,11%
  └─ Other Cost %,14%,9%,13%,10%,14%,15%,18%,20%,12%,10%,13%,9%
Operating Profit,10.43,16.63,16.79,13.60,6.10,6.70,13.23,11.91,6.24,12.98,-1.26,8.25
OPM %,60.85%,61.84%,52.95%,43.22%,31.38%,35.30%,40.56%,29.55%,17.98%,30.99%,-4.98%,26.06%
Other Income,2.27,3.13,1.23,2.14,2.80,5.84,1.10,0.38,-3.72,1.18,0.49,0.95
  └─ Exceptional items,0.00,0.00,0.00,0.45,1.39,5.20,-0.25,0.00,-6.16,0.00,0.00,0.00
  └─ Other income normal,2.27,3.13,1.23,1.69,1.41,0.64,1.35,0.38,2.44,1.18,0.49,0.95
Interest,4.38,9.58,12.05,11.75,12.21,12.50,11.54,7.85,6.86,7.38,7.18,4.85
Depreciation,7.81,8.01,9.27,9.55,6.51,6.58,6.50,6.26,6.17,6.62,6.32,6.10
Profit before tax,0.51,2.17,-3.30,-5.56,-9.82,-6.54,-3.71,-1.82,-10.51,0.16,-14.27,-1.75
Tax %,-1.96%,80.18%,-26.97%,-26.26%,-33.40%,16.67%,-43.13%,105.49%,9.61%,6.25%,-7.01%,-7.43%
Net Profit,0.52,0.43,-2.42,-4.10,-6.51,-7.59,-2.10,-3.71,-11.52,0.16,-13.27,-1.62
  └─ Profit from Associates,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,-0,1,3,2,3,2,1,2,-0,0,0
  └─ Exceptional items AT,0,0,0,0,1,5,-0,0,-6,0,0,0
  └─ Profit excl Excep,1,0,-2,-5,-8,-13,-2,-4,-6,0,-13,-2
  └─ Profit for PE,1,0,-1,-2,-6,-8,-0,-2,-5,-0,-13,-2
  └─ Profit for EPS,1,0,-1,-1,-5,-5,-0,-2,-10,-0,-13,-2
  └─ Profit Growth %,,-36%,-370%,-52%,-272%,-36%,99%,-3202%,-111%,94%,-4476%,88%
EPS in Rs,0.50,0.32,-0.86,-1.18,-4.03,-3.93,-0.07,-2.11,-8.63,-0.24,-11.47,-1.40
Dividend Payout %,0.00%,156.22%,-57.85%,-84.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
