Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017
Sales,35.58,33.24,25.49,29.82,31.34,35.53
  └─ Sales Growth %,,-6.58%,-23.32%,16.99%,5.10%,13.37%
Expenses,31.03,28.68,23.26,26.17,27.49,30.59
  └─ Material Cost %,62%,58%,58%,57%,57%,57%
    └─ Raw material cost,22.00,19.33,15.30,17.09,18.69,18.81
    └─ Change in inventory,-0.03,-0.18,-0.50,-0.17,-0.84,1.60
  └─ Manufacturing Cost %,6%,6%,7%,6%,6%,6%
  └─ Employee Cost %,12%,14%,17%,18%,17%,16%
  └─ Other Cost %,8%,9%,9%,7%,8%,7%
Operating Profit,4.55,4.56,2.23,3.65,3.85,4.94
OPM %,12.79%,13.72%,8.75%,12.24%,12.28%,13.90%
Other Income,0.64,0.43,0.57,0.52,0.40,0.43
  └─ Exceptional items,0.29,0.00,-0.01,0.11,-0.01,-0.12
  └─ Other income normal,0.35,0.43,0.58,0.41,0.41,0.55
Interest,1.17,1.40,1.98,2.01,2.16,1.81
Depreciation,0.31,0.36,0.40,0.40,0.55,0.72
Profit before tax,3.71,3.23,0.42,1.76,1.54,2.84
Tax %,31.27%,31.27%,30.95%,32.39%,35.06%,38.38%
Net Profit,2.54,2.22,0.28,1.19,1.00,1.75
  └─ Exceptional items AT,0,0,-0,0,0,-0
  └─ Profit excl Excep,2,2,0,1,1,2
  └─ Profit for PE,2,2,0,1,1,2
  └─ Profit for EPS,3,2,0,1,1,2
  └─ Profit Growth %,,-5%,-87%,283%,-10%,82%
EPS in Rs,6.17,5.39,0.68,2.89,2.43,4.25
Dividend Payout %,40.55%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
