Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,128,152,180,269,517,515,257,248,324,356,372,439
  └─ Sales Growth %,5.32%,18.62%,19.08%,48.95%,92.40%,-0.47%,-50.06%,-3.59%,30.78%,9.90%,4.40%,18.05%
Expenses,97,108,121,166,359,346,214,197,293,260,268,335
  └─ Material Cost %,24.46%,23.73%,17.78%,14.86%,7.63%,5.40%,5.79%,8.44%,17.52%,0.00%,0.00%,16.47%
    └─ Raw material cost,38,33,35,36,43,32,8,15,78,0,0,73
    └─ Change in inventory,-6,3,-3,4,-4,-5,7,6,-21,0,0,-1
  └─ Manufacturing Cost %,5.22%,4.08%,3.34%,3.02%,22.18%,23.67%,17.84%,15.07%,13.93%,27.74%,18.95%,0.00%
  └─ Employee Cost %,19.60%,16.61%,16.36%,29.34%,27.05%,27.48%,40.32%,38.04%,32.08%,26.90%,35.77%,37.20%
  └─ Other Cost %,26.78%,27.04%,29.75%,14.65%,12.56%,10.69%,19.18%,18.00%,26.77%,18.26%,17.46%,22.67%
Operating Profit,31,43,59,103,158,169,43,51,31,97,103,104
OPM %,24%,29%,33%,38%,31%,33%,17%,20%,10%,27%,28%,24%
Other Income,4,2,4,3,32,10,56,31,-408,146,4,46
  └─ Exceptional items,0.01,0.00,0.00,-0.43,-0.34,-31.25,1.64,0.69,-427.88,124.25,-16.12,27.48
  └─ Other income normal,3.83,1.98,3.79,3.70,31.91,41.37,54.41,30.39,20.13,21.51,20.60,18.43
Interest,15,20,21,19,47,59,51,44,44,42,39,38
Depreciation,9,10,10,11,28,64,50,37,32,24,36,44
Profit before tax,10,15,32,76,115,56,-2,1,-452,176,33,68
Tax %,0%,0%,-3%,35%,27%,55%,947%,1665%,2%,12%,61%,43%
Net Profit,10,15,34,49,83,25,-21,-13,-462,156,13,39
  └─ Minority share,0.00,0.00,0.00,0.00,-7.27,18.58,12.36,10.43,18.16,7.05,0.00,0.00
  └─ Exceptional items AT,0.01,0.00,0.00,-0.28,-0.25,-14.10,1.64,-10.96,-414.67,109.62,-5.67,15.62
  └─ Profit excl Excep,9.88,15.08,33.51,49.56,83.62,39.21,-22.79,-2.19,-46.91,46.07,18.39,22.91
  └─ Profit for PE,9.88,15.08,33.51,49.56,76.33,57.79,-9.47,-0.45,-45.06,53.12,18.39,22.91
  └─ Profit for EPS,9.89,15.08,33.51,49.28,76.10,43.69,-8.79,-2.72,-443.42,162.74,12.72,38.53
  └─ Profit Growth %,717.50%,52.63%,122.21%,47.90%,54.01%,-24.29%,-116.39%,95.22%,-9848.24%,217.88%,-65.38%,24.58%
EPS in Rs,0.31,0.47,1.04,1.51,2.33,1.34,-0.27,-0.08,-13.60,4.99,0.39,1.18
Dividend Payout %,0%,0%,10%,7%,4%,0%,0%,0%,0%,0%,0%,0%
