Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Sales,481,499,493,524,641,670,859
  └─ Sales Growth %,,3.80%,-1.09%,6.11%,22.41%,4.51%,28.23%
Expenses,481,517,489,514,611,636,746
  └─ Material Cost %,69%,72%,69%,68%,68%,66%,65%
    └─ Raw material cost,323,374,350,361,450,452,568
    └─ Change in inventory,7,-13,-12,-8,-11,-10,-9
  └─ Manufacturing Cost %,3%,4%,3%,3%,6%,6%,7%
  └─ Employee Cost %,9%,10%,10%,11%,11%,12%,9%
  └─ Other Cost %,20%,18%,17%,16%,10%,10%,5%
Operating Profit,-0,-18,5,10,30,34,113
OPM %,-0%,-4%,1%,2%,5%,5%,13%
Other Income,2,1,3,6,2,3,2
  └─ Exceptional items,0.02,-0.03,0.15,-0.10,0.01,0.03,0.05
  └─ Other income normal,2.33,1.52,2.92,5.63,1.65,3.02,1.50
Interest,17,16,15,17,18,21,19
Depreciation,-4,11,12,12,12,12,14
Profit before tax,-11,-43,-19,-13,1,4,81
Tax %,12%,1%,1%,-4%,40%,10%,-0%
Net Profit,-12,-44,-19,-13,1,3,81
  └─ Minority share,0,0,0,0,0,-0,0
  └─ Exceptional items AT,0,-0,0,-0,0,0,0
  └─ Profit excl Excep,-12,-44,-19,-13,1,3,81
  └─ Profit for PE,-12,-44,-19,-13,1,3,81
  └─ Profit for EPS,-12,-44,-19,-13,1,3,81
  └─ Profit Growth %,,-258%,56%,35%,106%,336%,2492%
EPS in Rs,-6.49,-23.28,-10.19,-6.75,0.30,1.28,24.99
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%
